SERVICE_MINILINK,hour,speed
1220024100_013,14,36.92094907407408
1220024100_013,15,39.36875
1220024100_013,16,37.3625
1220024100_013,17,37.87696759259259
1220024100_013,18,39.69056712962963
1220024100_013,19,39.77980324074074
1220024100_013,20,39.97008101851852
1220024100_013,21,39.31197916666666
1220024100_013,22,40.08587962962964
1220024100_013,23,41.56655092592593
1220024100_014,0,45.3386574074074
1220024100_014,1,43.84386574074074
1220024100_014,2,45.06574074074074
1220024100_014,3,47.07754629629629
1220024100_014,4,48.41996527777779
1220024100_014,5,52.26099537037037
1220024100_014,6,51.30451388888889
1220024100_014,7,48.868865740740745
1220024100_014,8,46.797106481481485
1220024100_014,9,44.57951388888889
1220024100_014,10,39.24114583333334
1220024100_014,11,37.158043981481484
1220024100_014,12,36.19450231481482
1220024100_014,13,32.36498842592593
1220024100_014,14,35.50844907407408
1220024100_014,15,37.92025462962963
1220024100_014,16,35.209953703703704
1220024100_014,17,34.994560185185186
1220024100_014,18,36.62870370370369
1220024100_014,19,40.48153935185185
1220024100_014,20,39.20943287037037
1220024100_014,21,40.55034722222222
1220024100_014,22,39.41747685185185
1220024100_014,23,42.709722222222226
1220024100_015,0,40.957870370370365
1220024100_015,1,42.73385416666666
1220024100_015,2,41.46579861111112
1220024100_015,3,43.06840277777778
1220024100_015,4,48.49930555555556
1220024100_015,5,51.986863425925925
1220024100_015,6,53.29398148148147
1220024100_015,7,47.1732638888889
1220024100_015,8,44.73483796296296
1220024100_015,9,38.72083333333333
1220024100_015,10,34.70844907407407
1220024100_015,11,32.63715277777778
1220024100_015,12,30.934606481481477
1220024100_015,13,26.941666666666666
1220024100_015,14,29.964930555555554
1220024100_015,15,34.24241898148148
1220024100_015,16,32.325462962962966
1220024100_015,17,31.45497685185185
1220024100_015,18,34.23194444444444
1220024100_015,19,39.013020833333336
1220024100_015,20,37.833391203703705
1220024100_015,21,34.209722222222226
1220024100_015,22,37.16712962962963
1220024100_015,23,40.189293981481484
1220024100_016,0,37.46788194444444
1220024100_016,1,36.2271412037037
1220024100_016,2,37.697337962962955
1220024100_016,3,37.55416666666667
1220024100_016,4,44.600347222222226
1220024100_016,5,47.10908564814815
1220024100_016,6,48.264120370370364
1220024100_016,7,46.06244212962962
1220024100_016,8,40.55960648148148
1220024100_016,9,35.878935185185185
1220024100_016,10,28.43263888888889
1220024100_016,11,26.673668981481484
1220024100_016,12,25.676388888888887
1220024100_016,13,21.160069444444446
1220024100_016,14,26.547395833333333
1220024100_016,15,28.474131944444444
1220024100_016,16,29.091493055555556
1220024100_016,17,26.312210648148145
1220024100_016,18,30.197222222222223
1220024100_016,19,35.48234953703704
1220024100_016,20,30.505960648148143
1220024100_016,21,29.86579861111111
1220024100_016,22,34.81168981481482
1220024100_016,23,34.94751157407407
1220024100_017,0,28.264756944444443
1220024100_017,1,28.731192129629626
1220024100_017,2,35.13784722222222
1220024100_017,3,35.27951388888889
1220024100_017,4,37.340856481481474
1220024100_017,5,41.55173611111112
1220024100_017,6,44.77980324074073
1220024100_017,7,39.40636574074073
1220024100_017,8,30.963078703703705
1220024100_017,9,26.486458333333335
1220024100_017,10,22.226388888888888
1220024100_017,11,19.286921296296295
1220024100_017,12,21.672685185185184
1220024100_017,13,16.905555555555555
1220024100_017,14,20.355324074074073
1220024100_017,15,23.02453703703704
1220024100_017,16,20.202662037037037
1220024100_017,17,22.06892361111111
1220024100_017,18,24.989062499999996
1220024100_017,19,29.353125
1220024100_017,20,25.082291666666666
1220024100_017,21,23.621469907407405
1220024100_017,22,25.895138888888887
1220024100_017,23,31.120949074074073
1220024100_018,0,25.075694444444444
1220024100_018,1,23.074710648148145
1220024100_018,2,26.11111111111111
1220024100_018,3,31.090393518518518
1220024100_018,4,36.91782407407407
1220024100_018,5,31.545138888888882
1220024100_018,6,41.49560185185185
1220024100_018,7,33.10671296296296
1220024100_018,8,24.247337962962963
1220024100_018,9,19.846990740740743
1220024100_018,10,17.372800925925926
1220024100_018,11,17.93888888888889
1220024100_018,12,16.164236111111112
1220024100_018,13,14.937384259259261
1220024100_018,14,17.011863425925927
1220024100_018,15,18.661631944444444
1220024100_018,16,16.73263888888889
1220024100_018,17,17.467881944444443
1220024100_018,18,19.036053240740742
1220024100_018,19,24.141782407407412
1220024100_018,20,20.0234375
1220024100_018,21,17.454166666666666
1220024100_018,22,21.848263888888887
1220024100_018,23,24.651736111111113
1220024100_019,0,21.365277777777777
1220024100_019,1,21.521469907407404
1220024100_019,2,22.812731481481478
1220024100_019,3,23.286226851851854
1220024100_019,4,26.47123842592592
1220024100_019,5,23.76927083333333
1220024100_019,6,33.00046296296296
1220024100_019,7,31.129918981481485
1220024100_019,8,20.929629629629627
1220024100_019,9,16.972916666666666
1220024100_019,10,17.603935185185183
1220024100_019,11,16.035069444444446
1220024100_019,12,20.372916666666665
1220024100_019,13,16.612152777777776
1220024100_019,14,18.4
1220024100_019,15,17.968229166666667
1220024100_019,16,16.566666666666666
1220024100_019,17,12.289583333333333
1220024100_019,18,14.494155092592594
1220024100_019,19,23.520196759259257
1220024100_019,20,15.5328125
1220024100_019,21,13.491319444444445
1220024100_019,22,20.007638888888888
1220024100_019,23,23.581770833333334
1220024100_020,0,25.133912037037035
1220024100_020,1,25.73263888888889
1220024100_020,2,23.689120370370368
1220024100_020,3,31.0920138888889
1220024100_020,4,32.85671296296296
1220024100_020,5,27.745717592592595
1220024100_020,6,32.39172453703704
1220024100_020,7,28.380266203703705
1220024100_020,8,24.17222222222222
1220024100_020,9,21.391666666666666
1220024100_020,10,21.510879629629628
1220024100_020,11,23.155381944444443
1220024100_020,12,27.726620370370366
1220024100_020,13,26.861284722222223
1220024100_020,14,22.67222222222222
1220024100_020,15,24.9984375
1220024100_020,16,20.301967592592593
1220024100_020,17,19.889236111111114
1220024100_020,18,22.103414351851853
1220024100_020,19,24.265162037037033
1220024100_020,20,19.31736111111111
1220024100_020,21,17.411805555555556
1220024100_020,22,21.04201388888889
1220024100_020,23,25.21053240740741
1220024100_021,0,33.8765625
1220024100_021,1,30.494212962962962
1220024100_021,2,30.574826388888887
1220024100_021,3,38.28489583333333
1220024100_021,4,36.81603009259259
1220024100_021,5,34.765625
1220024100_021,6,37.85966435185185
1220024100_021,7,34.29594907407406
1220024100_021,8,33.49768518518519
1220024100_021,9,27.68391203703704
1220024100_021,10,28.555902777777778
1220024100_021,11,31.473379629629626
1220024100_021,12,33.888136574074075
1220024100_021,13,31.64496527777778
1220024100_021,14,30.506770833333334
1220024100_021,15,32.51273148148149
1220024100_021,16,28.69236111111111
1220024100_021,17,26.046412037037033
1220024100_021,18,27.705787037037037
1220024100_021,19,29.502893518518515
1220024100_021,20,25.69965277777778
1220024100_021,21,26.852546296296296
1220024100_021,22,23.537094907407404
1220024100_021,23,30.913888888888888
1220024100_022,0,35.07245370370371
1220024100_022,1,31.73240740740741
1220024100_022,2,33.97841435185185
1220024100_022,3,44.01481481481482
1220024100_022,4,39.293344907407416
1220024100_022,5,40.497627314814814
1220024100_022,6,39.26562499999999
1220024100_022,7,37.92974537037037
1220024100_022,8,37.339814814814815
1220024100_022,9,35.35069444444444
1220024100_022,10,32.5796875
1220024100_022,11,32.65520833333334
1220024100_022,12,33.40486111111111
1220024100_022,13,34.45086805555555
1220024100_022,14,34.822743055555556
1220024100_022,15,34.23362268518518
1220024100_022,16,32.10740740740741
1220024100_022,17,29.155902777777783
1220024100_022,18,31.34722222222222
1220024100_022,19,30.873842592592588
1220024100_022,20,28.730439814814815
1220024100_022,21,31.9447337962963
1220024100_022,22,28.907175925925927
1220024100_022,23,31.963020833333335
1220024100_023,0,37.19351851851852
1220024100_023,1,34.91469907407407
1220024100_023,2,36.76689814814815
1220024100_023,3,43.28136574074074
1220024100_023,4,44.272974537037044
1220024100_023,5,40.37048611111111
1220024100_023,6,41.92204861111111
1220024100_023,7,41.51458333333333
1220024100_023,8,40.02118055555555
1220024100_023,9,36.77060185185185
1220024100_023,10,33.52829861111111
1220024100_023,11,33.93518518518518
1220024100_023,12,33.704166666666666
1220024100_023,13,33.53888888888889
1220024100_023,14,34.08645833333333
1220024100_023,15,34.91041666666667
1220024100_023,16,33.93657407407408
1220024100_023,17,29.534548611111113
1220024100_023,18,31.97731481481481
1220024100_023,19,32.4087962962963
1220024100_023,20,31.52204861111111
1220024100_023,21,33.819212962962965
1220024100_023,22,31.852430555555557
1220024100_023,23,34.528067129629626
1220024100_024,0,39.08252314814815
1220024100_024,1,37.285069444444446
1220024100_024,2,41.4322337962963
1220024100_024,3,43.519097222222214
1220024100_024,4,45.77193287037038
1220024100_024,5,44.73391203703704
1220024100_024,6,44.18252314814815
1220024100_024,7,42.632060185185196
1220024100_024,8,43.522337962962965
1220024100_024,9,35.07939814814815
1220024100_024,10,34.54357638888889
1220024100_024,11,33.956481481481475
1220024100_024,12,34.779629629629625
1220024100_024,13,33.61128472222222
1220024100_024,14,35.175057870370374
1220024100_024,15,34.98582175925926
1220024100_024,16,34.349074074074075
1220024100_024,17,32.856712962962966
1220024100_024,18,30.68715277777778
1220024100_024,19,33.021701388888886
1220024100_024,20,32.65254629629629
1220024100_024,21,33.42025462962963
1220024100_024,22,32.81440972222222
1220024100_024,23,35.80104166666667
1220024100_025,0,40.718865740740746
1220024100_025,1,36.92280092592593
1220024100_025,2,42.553530092592595
1220024100_025,3,45.32442129629631
1220024100_025,4,44.704398148148144
1220024100_025,5,47.804456018518515
1220024100_025,6,45.987557870370374
1220024100_025,7,46.34450231481482
1220024100_025,8,43.092476851851856
1220024100_025,9,32.983101851851856
1220024100_025,10,34.394560185185185
1220024100_025,11,35.02251157407407
1220024100_025,12,34.94583333333333
1220024100_025,13,33.002430555555556
1220024100_025,14,32.91059027777778
1220024100_025,15,35.514120370370364
1220024100_025,16,33.921527777777776
1220024100_025,17,32.46886574074074
1220024100_025,18,33.478935185185186
1220024100_025,19,34.282523148148144
1220024100_025,20,32.311400462962965
1220024100_025,21,32.6984375
1220024100_025,22,32.938715277777774
1220024100_025,23,37.35914351851852
1220024100_026,0,40.52280092592593
1220024100_026,1,38.45237268518518
1220024100_026,2,44.91672453703704
1220024100_026,3,44.96458333333333
1220024100_026,4,49.32343749999998
1220024100_026,5,47.078414351851855
1220024100_026,6,45.527256944444446
1220024100_026,7,48.15532407407408
1220024100_026,8,42.599189814814814
1220024100_026,9,31.70324074074074
1220024100_026,10,35.64137731481481
1220024100_026,11,37.708449074074075
1220024100_026,12,35.38506944444444
1220024100_026,13,34.78819444444444
1220024100_026,14,34.38784722222222
1220024100_026,15,36.73171296296296
1220024100_026,16,32.39114583333333
1220024100_026,17,32.49768518518519
1220024100_026,18,31.886863425925924
1220024100_026,19,33.72876157407408
1220024100_026,20,32.80596064814815
1220024100_026,21,34.47378472222222
1220024100_026,22,33.322685185185186
1220024100_026,23,35.65914351851852
1220024100_027,0,39.202893518518515
1220024100_027,1,38.04907407407407
1220024100_027,2,42.793634259259264
1220024100_027,3,47.37430555555556
1220024100_027,4,48.34461805555556
1220024100_027,5,46.07505787037038
1220024100_027,6,50.40040509259259
1220024100_027,7,48.60214120370371
1220024100_027,8,42.584374999999994
1220024100_027,9,36.168055555555554
1220024100_027,10,35.51649305555556
1220024100_027,11,37.36724537037037
1220024100_027,12,37.609259259259254
1220024100_027,13,34.80555555555556
1220024100_027,14,35.349768518518516
1220024100_027,15,37.57829861111111
1220024100_027,16,34.17002314814815
1220024100_027,17,33.58524305555556
1220024100_027,18,32.7693287037037
1220024100_027,19,33.278703703703705
1220024100_027,20,31.271064814814817
1220024100_027,21,32.069097222222226
1220024100_027,22,31.35
1220024100_027,23,35.488310185185185
1220024100_028,0,41.43368055555555
1220024100_028,1,38.31238425925926
1220024100_028,2,40.738194444444446
1220024100_028,3,47.07291666666668
1220024100_028,4,49.88530092592593
1220024100_028,5,41.26394675925925
1220024100_028,6,48.71516203703705
1220024100_028,7,49.30283564814817
1220024100_028,8,41.06417824074075
1220024100_028,9,37.43819444444444
1220024100_028,10,37.55960648148148
1220024100_028,11,40.11950231481482
1220024100_028,12,40.42372685185185
1220024100_028,13,35.86718750000001
1220024100_028,14,36.98599537037037
1220024100_028,15,37.1847800925926
1220024100_028,16,36.42824074074075
1220024100_028,17,32.34930555555555
1220024100_028,18,30.676967592592593
1220024100_028,19,28.8322337962963
1220024100_028,20,29.15625
1220024100_028,21,32.04791666666666
1220024100_028,22,31.6615162037037
1220024100_028,23,37.37592592592593
1220024100_029,0,45.0228587962963
1220024100_029,1,41.24733796296296
1220024100_029,2,42.48755787037037
1220024100_029,3,49.259027777777774
1220024100_029,4,48.45520833333333
1220024100_029,5,46.6947337962963
1220024100_029,6,49.55763888888888
1220024100_029,7,50.31440972222222
1220024100_029,8,44.657870370370375
1220024100_029,9,42.93680555555556
1220024100_029,10,40.14814814814815
1220024100_029,11,42.7245949074074
1220024100_029,12,42.154745370370364
1220024100_029,13,38.87870370370371
1220024100_029,14,39.273842592592594
1220024100_029,15,40.57314814814815
1220024100_029,16,36.786689814814814
1220024100_029,17,33.496180555555554
1220024100_029,18,32.555902777777774
1220024100_029,19,34.77980324074074
1220024100_029,20,33.48726851851852
1220024100_029,21,33.420659722222226
1220024100_029,22,33.04600694444444
1220024100_029,23,39.756249999999994
1220024100_030,0,45.75769675925927
1220024100_030,1,43.18454861111112
1220024100_030,2,45.00625
1220024100_030,3,49.971875
1220024100_030,4,55.09554398148148
1220024100_030,5,51.95659722222222
1220024100_030,6,56.60376157407407
1220024100_030,7,49.593402777777776
1220024100_030,8,49.61701388888889
1220024100_030,9,45.346412037037034
1220024100_030,10,42.91446759259259
1220024100_030,11,45.47523148148149
1220024100_030,12,43.606365740740735
1220024100_030,13,40.39479166666667
1220024100_030,14,40.581828703703714
1220024100_030,15,41.61377314814815
1220024100_030,16,38.02291666666667
1220024100_030,17,34.66504629629629
1220024100_030,18,37.47824074074074
1220024100_030,19,37.73015046296295
1220024100_030,20,36.20792824074074
1220024100_030,21,35.61550925925926
1220024100_030,22,35.201504629629625
1220024100_030,23,42.528761574074075
1220024100_031,0,46.7083912037037
1220024100_031,1,46.76660879629629
1220024100_031,2,45.86238425925928
1220024100_031,3,54.752025462962955
1220024100_031,4,54.09137731481482
1220024100_031,5,57.93946759259259
1220024100_031,6,53.67604166666667
1220024100_031,7,53.0345486111111
1220024100_031,8,50.794444444444444
1220024100_031,9,45.277430555555554
1220024100_031,10,43.63425925925926
1220024100_031,11,45.69027777777778
1220024100_031,12,45.46736111111111
1220024100_031,13,42.57222222222222
1220024100_031,14,42.22361111111112
1220024100_031,15,43.403587962962966
1220024100_031,16,39.43032407407407
1220024100_031,17,37.73148148148148
1220024100_031,18,38.21660879629629
1220024100_031,19,41.31956018518518
1220024100_031,20,39.143171296296295
1220024100_031,21,38.95225694444444
1220024100_031,22,36.90925925925926
1220024100_031,23,43.41846064814815
1220024100_032,0,48.329629629629636
1220024100_032,1,48.146817129629625
1220024100_032,2,50.421990740740746
1220024100_032,3,55.43255208333334
1220024100_032,4,54.97390046296296
1220024100_032,5,57.04027777777777
1220024100_032,6,55.85653935185184
1220024100_032,7,55.28188657407408
1220024100_032,8,51.84930555555555
1220024100_032,9,46.77216435185184
1220024100_032,10,43.83651620370371
1220024100_032,11,44.87939814814815
1220024100_032,12,44.122395833333336
1220024100_032,13,42.160069444444446
1220024100_032,14,42.60590277777778
1220024100_032,15,43.20306712962963
1220024100_032,16,39.23802083333333
1220024100_032,17,36.91834490740741
1220024100_032,18,35.66620370370371
1220024100_032,19,43.63784722222222
1220024100_032,20,41.03888888888889
1220024100_032,21,41.645312499999996
1220024100_032,22,37.58605324074074
1220024100_032,23,41.85781250000001
1220024100_033,0,44.0261574074074
1220024100_033,1,49.83651620370371
1220024100_033,2,51.889120370370364
1220024100_033,3,53.79890046296297
1220024100_033,4,56.212442129629636
1220024100_033,5,55.52332175925927
1220024100_033,6,56.9548611111111
1220024100_033,7,54.54971064814814
1220024100_033,8,52.46655092592593
1220024100_033,9,44.444212962962965
1220024100_033,10,44.1421875
1220024100_033,11,43.83530092592593
1220024100_033,12,44.257928240740746
1220024100_033,13,40.65
1220024100_033,14,41.19884259259259
1220024100_033,15,42.564930555555556
1220024100_033,16,38.04681712962963
1220024100_033,17,34.71545138888889
1220024100_033,18,35.96880787037037
1220024100_033,19,42.455497685185186
1220024100_033,20,40.80069444444445
1220024100_033,21,39.26788194444445
1220024100_033,22,38.72083333333333
1220024100_033,23,44.33171296296297
1220024100_034,0,46.26354166666667
1220024100_034,1,50.6019675925926
1220024100_034,2,52.074710648148134
1220024100_034,3,54.89615162037039
1220024100_034,4,58.00046296296298
1220024100_034,5,56.54606481481482
1220024100_034,6,58.41151620370371
1220024100_034,7,56.88865740740741
1220024100_034,8,50.500231481481485
1220024100_034,9,46.19004629629629
1220024100_034,10,42.782291666666666
1220024100_034,11,43.724652777777784
1220024100_034,12,42.99363425925926
1220024100_034,13,39.87783564814815
1220024100_034,14,39.80625
1220024100_034,15,39.90619212962963
1220024100_034,16,38.16608796296296
1220024100_034,17,34.91203703703704
1220024100_034,18,35.34386574074074
1220024100_034,19,41.46325231481481
1220024100_034,20,40.6046875
1220024100_034,21,39.10069444444444
1220024100_034,22,38.50983796296296
1220024100_034,23,44.727604166666666
1220024100_035,0,47.171643518518515
1220024100_035,1,49.28692129629629
1220024100_035,2,49.45775462962963
1220024100_035,3,55.04114583333335
1220024100_035,4,58.27129629629629
1220024100_035,5,55.644010416666674
1220024100_035,6,58.40399305555555
1220024100_035,7,52.45873842592592
1220024100_035,8,49.58993055555555
1220024100_035,9,44.4625
1220024100_035,10,40.92546296296297
1220024100_035,11,40.85017361111111
1220024100_035,12,42.416666666666664
1220024100_035,13,40.163715277777776
1220024100_035,14,39.508217592592594
1220024100_035,15,39.24033564814815
1220024100_035,16,36.391550925925934
1220024100_035,17,34.590625
1220024100_035,18,33.52783564814815
1220024100_035,19,40.3744212962963
1220024100_035,20,41.17256944444444
1220024100_035,21,39.33466435185184
1220024100_035,22,38.034375
1220024100_035,23,42.6953125
1220024100_036,0,43.92384259259259
1220024100_036,1,50.1701388888889
1220024100_036,2,50.664699074074065
1220024100_036,3,53.66822916666667
1220024100_036,4,56.547627314814804
1220024100_036,5,59.53263888888889
1220024100_036,6,59.04369212962963
1220024100_036,7,53.84004629629631
1220024100_036,8,50.671527777777776
1220024100_036,9,42.69444444444444
1220024100_036,10,40.14282407407407
1220024100_036,11,41.40607638888889
1220024100_036,12,40.17627314814815
1220024100_036,13,37.900231481481484
1220024100_036,14,39.8744212962963
1220024100_036,15,36.66221064814815
1220024100_036,16,34.54687499999999
1220024100_036,17,33.87800925925926
1220024100_036,18,33.74780092592593
1220024100_036,19,43.05920138888889
1220024100_036,20,39.66469907407408
1220024100_036,21,38.63229166666666
1220024100_036,22,37.804456018518515
1220024100_036,23,42.91701388888889
1220024100_037,0,45.62291666666667
1220024100_037,1,48.93987268518518
1220024100_037,2,49.23981481481482
1220024100_037,3,55.73310185185184
1220024100_037,4,57.03530092592595
1220024100_037,5,56.56134259259259
1220024100_037,6,57.15821759259258
1220024100_037,7,52.32222222222223
1220024100_037,8,49.77228009259259
1220024100_037,9,43.63703703703704
1220024100_037,10,40.44299768518518
1220024100_037,11,40.00144675925926
1220024100_037,12,39.438657407407405
1220024100_037,13,37.56533564814814
1220024100_037,14,36.044444444444444
1220024100_037,15,38.27986111111111
1220024100_037,16,32.728125
1220024100_037,17,32.853125
1220024100_037,18,33.13090277777777
1220024100_037,19,39.56458333333333
1220024100_037,20,37.22951388888889
1220024100_037,21,35.76736111111111
1220024100_037,22,37.591203703703705
1220024100_037,23,42.51377314814815
1220024100_038,0,44.055960648148144
1220024100_038,1,49.562152777777776
1220024100_038,2,47.81932870370371
1220024100_038,3,53.18171296296297
1220024100_038,4,55.14074074074073
1220024100_038,5,56.65844907407407
1220024100_038,6,57.974537037037045
1220024100_038,7,55.722337962962975
1220024100_038,8,48.19895833333333
1220024100_038,9,43.2462962962963
1220024100_038,10,40.762384259259264
1220024100_038,11,38.6980324074074
1220024100_038,12,38.329861111111114
1220024100_038,13,36.689120370370375
1220024100_038,14,35.27482638888889
1220024100_038,15,36.009375
1220024100_038,16,32.51226851851852
1220024100_038,17,30.8615162037037
1220024100_038,18,31.890798611111112
1220024100_038,19,39.99079861111111
1220024100_038,20,35.59346064814815
1220024100_038,21,35.28692129629629
1220024100_038,22,37.02123842592592
1220024100_038,23,40.84374999999999
1220024100_039,0,45.401446759259265
1220024100_039,1,47.974710648148154
1220024100_039,2,48.113425925925924
1220024100_039,3,54.14675925925927
1220024100_039,4,55.81226851851852
1220024100_039,5,56.01342592592592
1220024100_039,6,58.50497685185184
1220024100_039,7,49.9474537037037
1220024100_039,8,47.0625
1220024100_039,9,43.53472222222222
1220024100_039,10,36.90642361111111
1220024100_039,11,37.070196759259254
1220024100_039,12,37.72326388888889
1220024100_039,13,36.093634259259254
1220024100_039,14,35.88831018518518
1220024100_039,15,36.29675925925926
1220024100_039,16,32.60729166666666
1220024100_039,17,31.4322337962963
1220024100_039,18,31.09103009259259
1220024100_039,19,38.42928240740741
1220024100_039,20,35.571412037037035
1220024100_039,21,34.265972222222224
1220024100_039,22,37.492418981481485
1220024100_039,23,41.371875
1220024100_040,0,43.51354166666667
1220024100_040,1,45.50567129629629
1220024100_040,2,46.82013888888889
1220024100_040,3,52.28333333333333
1220024100_040,4,51.63431712962962
1220024100_040,5,54.532928240740745
1220024100_040,6,57.54398148148149
1220024100_040,7,52.507175925925914
1220024100_040,8,44.22083333333334
1220024100_040,9,40.480555555555554
1220024100_040,10,36.27274305555556
1220024100_040,11,37.02777777777778
1220024100_040,12,35.682175925925925
1220024100_040,13,33.233159722222226
1220024100_040,14,34.622569444444444
1220024100_040,15,33.13859953703704
1220024100_040,16,30.422743055555557
1220024100_040,17,27.572395833333335
1220024100_040,18,27.823206018518512
1220024100_040,19,37.36163194444444
1220024100_040,20,34.33171296296296
1220024100_040,21,32.624652777777776
1220024100_040,22,35.527430555555554
1220024100_040,23,39.84282407407407
1220024100_041,0,43.04311342592593
1220024100_041,1,45.50341435185185
1220024100_041,2,49.746296296296286
1220024100_041,3,51.21921296296296
1220024100_041,4,52.523958333333326
1220024100_041,5,56.82928240740739
1220024100_041,6,55.27222222222221
1220024100_041,7,51.80491898148148
1220024100_041,8,46.81851851851852
1220024100_041,9,41.233333333333334
1220024100_041,10,37.141030092592594
1220024100_041,11,34.68038194444444
1220024100_041,12,36.846296296296295
1220024100_041,13,32.482696759259255
1220024100_041,14,32.86006944444444
1220024100_041,15,31.623784722222222
1220024100_041,16,30.03744212962963
1220024100_041,17,27.669849537037038
1220024100_041,18,28.68165509259259
1220024100_041,19,36.35144675925926
1220024100_041,20,33.091319444444444
1220024100_041,21,32.455555555555556
1220024100_041,22,34.615277777777784
1220024100_041,23,39.24924768518518
1220024100_042,0,41.537442129629625
1220024100_042,1,43.6199074074074
1220024100_042,2,46.01493055555556
1220024100_042,3,53.138773148148154
1220024100_042,4,53.36145833333333
1220024100_042,5,54.6082175925926
1220024100_042,6,57.82482638888888
1220024100_042,7,50.0982638888889
1220024100_042,8,46.470601851851846
1220024100_042,9,38.21226851851851
1220024100_042,10,36.444155092592595
1220024100_042,11,35.55127314814815
1220024100_042,12,34.5964699074074
1220024100_042,13,31.357291666666665
1220024100_042,14,31.45277777777778
1220024100_042,15,32.19722222222222
1220024100_042,16,29.078356481481478
1220024100_042,17,27.589583333333334
1220024100_042,18,28.382175925925928
1220024100_042,19,36.212152777777774
1220024100_042,20,32.823379629629635
1220024100_042,21,32.51840277777778
1220024100_042,22,33.44803240740742
1220024100_042,23,38.669270833333336
1220024100_043,0,38.736747685185186
1220024100_043,1,41.74571759259259
1220024100_043,2,44.010300925925925
1220024100_043,3,49.624652777777776
1220024100_043,4,50.19374999999999
1220024100_043,5,51.68975694444445
1220024100_043,6,55.66018518518517
1220024100_043,7,49.85185185185185
1220024100_043,8,44.82719907407407
1220024100_043,9,38.81840277777778
1220024100_043,10,34.64994212962963
1220024100_043,11,33.84861111111111
1220024100_043,12,32.91591435185185
1220024100_043,13,29.35295138888889
1220024100_043,14,30.098263888888887
1220024100_043,15,30.89311342592592
1220024100_043,16,27.71736111111111
1220024100_043,17,26.80231481481481
1220024100_043,18,27.344328703703706
1220024100_043,19,33.79328703703703
1220024100_043,20,30.831423611111113
1220024100_043,21,31.588541666666668
1220024100_043,22,32.82962962962963
1220024100_043,23,36.415046296296296
1220024100_044,0,36.80491898148148
1220024100_044,1,40.010995370370374
1220024100_044,2,43.736979166666664
1220024100_044,3,47.24606481481482
1220024100_044,4,50.80381944444444
1220024100_044,5,50.652777777777786
1220024100_044,6,53.744618055555556
1220024100_044,7,49.235300925925934
1220024100_044,8,41.15034722222222
1220024100_044,9,35.55196759259259
1220024100_044,10,31.33634259259259
1220024100_044,11,31.40190972222222
1220024100_044,12,31.957696759259257
1220024100_044,13,27.88315972222222
1220024100_044,14,27.077199074074077
1220024100_044,15,27.966724537037035
1220024100_044,16,26.425
1220024100_044,17,24.869502314814817
1220024100_044,18,25.292592592592595
1220024100_044,19,30.31388888888889
1220024100_044,20,30.581712962962968
1220024100_044,21,29.090104166666666
1220024100_044,22,31.598437499999996
1220024100_044,23,36.092129629629625
1220024100_045,0,32.25376157407407
1220024100_045,1,36.60422453703704
1220024100_045,2,43.010879629629635
1220024100_045,3,46.31267361111111
1220024100_045,4,48.68472222222221
1220024100_045,5,48.949537037037025
1220024100_045,6,49.12152777777778
1220024100_045,7,43.25931712962963
1220024100_045,8,39.81990740740741
1220024100_045,9,33.86782407407407
1220024100_045,10,27.928472222222222
1220024100_045,11,27.89548611111111
1220024100_045,12,27.430555555555557
1220024100_045,13,24.258680555555557
1220024100_045,14,25.478993055555556
1220024100_045,15,24.91851851851852
1220024100_045,16,22.840509259259257
1220024100_045,17,22.9193287037037
1220024100_045,18,21.564699074074074
1220024100_045,19,30.749131944444443
1220024100_045,20,26.76585648148148
1220024100_045,21,27.168576388888887
1220024100_045,22,28.777141203703707
1220024100_045,23,32.84305555555556
1220024100_046,0,29.85451388888889
1220024100_046,1,33.6199074074074
1220024100_046,2,38.3068287037037
1220024100_046,3,42.887384259259264
1220024100_046,4,45.08559027777778
1220024100_046,5,48.412037037037045
1220024100_046,6,47.772974537037044
1220024100_046,7,43.46452546296297
1220024100_046,8,37.29201388888889
1220024100_046,9,29.002777777777776
1220024100_046,10,26.430555555555557
1220024100_046,11,23.967708333333334
1220024100_046,12,23.23472222222222
1220024100_046,13,20.19670138888889
1220024100_046,14,20.94357638888889
1220024100_046,15,22.10787037037037
1220024100_046,16,20.205266203703705
1220024100_046,17,20.238541666666666
1220024100_046,18,20.676388888888887
1220024100_046,19,29.1302662037037
1220024100_046,20,25.9359375
1220024100_046,21,25.321527777777778
1220024100_046,22,25.20335648148148
1220024100_046,23,29.48125
1220024100_047,0,26.643402777777776
1220024100_047,1,29.560300925925922
1220024100_047,2,37.87546296296296
1220024100_047,3,43.15659722222222
1220024100_047,4,43.26637731481482
1220024100_047,5,46.02748842592593
1220024100_047,6,46.30717592592593
1220024100_047,7,40.318692129629625
1220024100_047,8,34.53680555555555
1220024100_047,9,27.844675925925923
1220024100_047,10,19.32488425925926
1220024100_047,11,20.448842592592595
1220024100_047,12,19.262847222222224
1220024100_047,13,17.10625
1220024100_047,14,18.93900462962963
1220024100_047,15,20.7296875
1220024100_047,16,19.17858796296296
1220024100_047,17,17.255729166666665
1220024100_047,18,17.5990162037037
1220024100_047,19,24.442303240740745
1220024100_047,20,23.870833333333334
1220024100_047,21,22.036805555555556
1220024100_047,22,23.690219907407407
1220024100_047,23,27.466550925925922
1220024100_048,0,24.443055555555556
