SERVICE_MINILINK,time,speed
1220023400_020,1,31.876446759259263
1220023400_020,2,31.083260995370367
1220023400_020,3,30.833984375000007
1220023400_020,4,30.76895254629629
1220023400_020,5,32.90617766203704
1220023400_020,6,38.74927662037039
1220023400_021,0,33.453284143518516
1220023400_021,1,31.286385995370374
1220023400_021,2,30.627748842592595
1220023400_021,3,30.506510416666668
1220023400_021,4,30.865885416666668
1220023400_021,5,32.66174768518518
1220023400_021,6,37.86409143518518
1220023400_022,0,31.44425636574074
1220023400_022,1,28.816189236111118
1220023400_022,2,28.594111689814806
1220023400_022,3,29.024305555555557
1220023400_022,4,29.245370370370374
1220023400_022,5,31.466001157407423
1220023400_022,6,37.9203125
1220023400_023,0,30.026649305555544
1220023400_023,1,27.417679398148145
1220023400_023,2,28.341941550925924
1220023400_023,3,28.15776909722222
1220023400_023,4,27.59910300925926
1220023400_023,5,30.717086226851855
1220023400_023,6,36.78535879629629
1220023400_024,0,28.47233796296296
1220023400_024,1,25.12058738425926
1220023400_024,2,25.139033564814817
1220023400_024,3,25.540726273148145
1220023400_024,4,25.06546585648148
1220023400_024,5,27.605324074074073
1220023400_024,6,34.571614583333336
1220023400_025,0,25.575723379629633
1220023400_025,1,22.22728587962963
1220023400_025,2,23.09592013888889
1220023400_025,3,22.73104745370371
1220023400_025,4,21.80027488425926
1220023400_025,5,25.648003472222225
1220023400_025,6,31.432696759259255
1220023400_026,0,22.56328125
1220023400_026,1,19.915292245370377
1220023400_026,2,20.639684606481485
1220023400_026,3,19.317563657407405
1220023400_026,4,19.97417534722222
1220023400_026,5,22.52097800925926
1220023400_026,6,27.821195023148146
1220023400_027,0,19.683347800925922
1220023400_027,1,18.33456307870371
1220023400_027,2,17.897569444444443
1220023400_027,3,17.143699363425924
1220023400_027,4,17.57378472222222
1220023400_027,5,20.23980034722222
1220023400_027,6,25.103559027777777
1220023400_028,0,18.089467592592595
1220023400_028,1,15.519241898148145
1220023400_028,2,15.16427951388889
1220023400_028,3,14.90350115740741
1220023400_028,4,14.749421296296296
1220023400_028,5,16.832609953703706
1220023400_028,6,21.406915509259257
1220023400_029,0,15.114250578703706
1220023400_029,1,12.348596643518515
1220023400_029,2,12.254267939814817
1220023400_029,3,12.940610532407407
1220023400_029,4,12.049768518518517
1220023400_029,5,13.864221643518517
1220023400_029,6,16.694632523148147
1220023400_030,0,12.292520254629627
1220023400_030,1,10.477285879629628
1220023400_030,2,9.645254629629628
1220023400_030,3,10.899522569444445
1220023400_030,4,10.163917824074074
1220023400_030,5,10.564887152777777
1220023400_030,6,13.1640625
1220023400_031,0,10.928052662037038
1220023400_031,1,9.561704282407408
1220023400_031,2,10.023726851851853
1220023400_031,3,10.564380787037036
1220023400_031,4,9.780164930555555
1220023400_031,5,9.65357349537037
1220023400_031,6,11.294719328703705
1220023400_032,0,15.144646990740737
1220023400_032,1,13.771773726851851
1220023400_032,2,13.963686342592592
1220023400_032,3,14.497178819444445
1220023400_032,4,14.295862268518517
1220023400_032,5,13.552445023148147
1220023400_032,6,14.720992476851853
1220023400_033,0,19.408260995370373
1220023400_033,1,20.213035300925927
1220023400_033,2,20.527850115740748
1220023400_033,3,21.042824074074073
1220023400_033,4,20.62594039351852
1220023400_033,5,20.897135416666668
1220023400_033,6,21.89390914351852
1220024000_001,0,26.768402777777787
1220024000_001,1,25.74797453703704
1220024000_001,2,25.191261574074073
1220024000_001,3,25.369285300925927
1220024000_001,4,24.835214120370374
1220024000_001,5,28.55056423611111
1220024000_001,6,29.493995949074073
1220024000_002,0,29.575896990740738
1220024000_002,1,27.429325810185187
1220024000_002,2,27.677372685185187
1220024000_002,3,27.966507523148145
1220024000_002,4,27.06589988425926
1220024000_002,5,30.64221643518518
1220024000_002,6,33.57727141203704
1220024000_003,0,31.121035879629627
1220024000_003,1,31.04593460648148
1220024000_003,2,31.292100694444443
1220024000_003,3,30.222366898148145
1220024000_003,4,29.594473379629626
1220024000_003,5,33.293619791666664
1220024000_003,6,36.619820601851856
1220024000_004,0,34.06511863425926
1220024000_004,1,33.47996238425927
1220024000_004,2,33.44864004629629
1220024000_004,3,31.90176504629629
1220024000_004,4,33.381148726851855
1220024000_004,5,35.53269675925926
1220024000_004,6,38.86963252314815
1220024000_005,0,35.41258680555556
1220024000_005,1,34.71477141203704
1220024000_005,2,35.08796296296296
1220024000_005,3,32.1988208912037
1220024000_005,4,33.17498553240741
1220024000_005,5,36.453125000000014
1220024000_005,6,39.93410011574073
1220024000_006,0,35.16527777777778
1220024000_006,1,34.3501880787037
1220024000_006,2,33.861183449074076
1220024000_006,3,32.70406539351851
1220024000_006,4,33.171730324074076
1220024000_006,5,37.18431712962964
1220024000_006,6,39.80629340277778
1220024000_007,0,34.84065393518519
1220024000_007,1,34.33868634259259
1220024000_007,2,34.95522280092593
1220024000_007,3,32.29166666666667
1220024000_007,4,33.74768518518518
1220024000_007,5,37.001808449074076
1220024000_007,6,41.186501736111104
1220024000_008,0,34.607957175925925
1220024000_008,1,33.81553819444444
1220024000_008,2,34.55975115740742
1220024000_008,3,32.011501736111114
1220024000_008,4,32.93858506944445
1220024000_008,5,36.19654224537037
1220024000_008,6,41.34429976851852
1220024000_009,0,35.89370659722222
1220024000_009,1,33.57740162037036
1220024000_009,2,33.97706886574075
1220024000_009,3,32.329282407407405
1220024000_009,4,32.8275462962963
1220024000_009,5,36.62044270833334
1220024000_009,6,42.77839988425926
1220024000_010,0,34.64861111111111
1220024000_010,1,34.41247106481482
1220024000_010,2,34.319010416666664
1220024000_010,3,32.50195312499999
1220024000_010,4,33.06589988425925
1220024000_010,5,38.48502604166667
1220024000_010,6,42.94000289351852
1220024000_011,0,34.58969907407406
1220024000_011,1,34.43308738425927
1220024000_011,2,33.59006076388889
1220024000_011,3,32.473451967592595
1220024000_011,4,33.36921296296296
1220024000_011,5,37.570746527777786
1220024000_011,6,43.26161747685185
1220024000_012,0,34.60850694444445
1220024000_012,1,33.098813657407405
1220024000_012,2,33.85930266203704
1220024000_012,3,32.14199942129629
1220024000_012,4,32.514322916666664
1220024000_012,5,36.73480902777777
1220024000_012,6,43.9099537037037
1220024000_013,0,36.02530381944444
1220024000_013,1,33.591579861111114
1220024000_013,2,35.0691550925926
1220024000_013,3,32.08564814814815
1220024000_013,4,31.70645254629629
1220024000_013,5,37.334780092592595
1220024000_013,6,45.2060329861111
1220024000_014,0,36.86516203703704
1220024000_014,1,33.34129050925926
1220024000_014,2,35.376736111111114
1220024000_014,3,32.972366898148145
1220024000_014,4,33.85409432870371
1220024000_014,5,38.69820601851852
1220024000_014,6,46.8984230324074
1220024000_015,0,37.8900607638889
1220024000_015,1,34.94437210648148
1220024000_015,2,35.84570312500001
1220024000_015,3,33.64713541666666
1220024000_015,4,33.49486400462962
1220024000_015,5,39.657118055555564
1220024000_015,6,47.184071180555556
1220024000_016,0,36.99619502314815
1220024000_016,1,34.46665219907407
1220024000_016,2,36.17404513888889
1220024000_016,3,33.94292534722222
1220024000_016,4,34.54347511574074
1220024000_016,5,39.288628472222214
1220024000_016,6,48.253197337962966
1220024000_017,0,37.27767650462963
1220024000_017,1,34.50824652777778
1220024000_017,2,35.13208912037037
1220024000_017,3,33.97366898148148
1220024000_017,4,33.662109375
1220024000_017,5,40.201461226851855
1220024000_017,6,48.62432002314816
1220024000_018,0,37.12867476851852
1220024000_018,1,33.646773726851855
1220024000_018,2,35.84722222222223
1220024000_018,3,34.133463541666664
1220024000_018,4,33.98835358796296
1220024000_018,5,40.8060619212963
1220024000_018,6,47.748394097222224
1220024000_019,0,36.85908564814815
1220024000_019,1,34.422309027777786
1220024000_019,2,34.942708333333336
1220024000_019,3,33.87145543981481
1220024000_019,4,33.34910300925927
1220024000_019,5,40.957465277777786
1220024000_019,6,48.73815104166667
1220024000_020,0,37.207378472222224
1220024000_020,1,33.669198495370374
1220024000_020,2,35.05591724537037
1220024000_020,3,33.087673611111114
1220024000_020,4,33.26186342592592
1220024000_020,5,41.48683449074074
1220024000_020,6,50.1365306712963
1220024000_021,0,36.33680555555554
1220024000_021,1,33.39995659722222
1220024000_021,2,34.24956597222223
1220024000_021,3,31.24913194444445
1220024000_021,4,32.66883680555556
1220024000_021,5,40.31589988425925
1220024000_021,6,50.522048611111124
1220024000_022,0,35.66116898148148
1220024000_022,1,32.668764467592595
1220024000_022,2,33.303457754629626
1220024000_022,3,31.603877314814806
1220024000_022,4,31.385489004629626
1220024000_022,5,41.51649305555556
1220024000_022,6,50.36950231481481
1220024000_023,0,35.601114004629636
1220024000_023,1,31.543909143518533
1220024000_023,2,32.085648148148145
1220024000_023,3,30.693214699074076
1220024000_023,4,30.502748842592595
1220024000_023,5,39.16109664351852
1220024000_023,6,49.96558159722223
1220024000_024,0,33.22947048611111
1220024000_024,1,30.59309895833334
1220024000_024,2,32.050998263888886
1220024000_024,3,29.88324652777778
1220024000_024,4,29.09165219907407
1220024000_024,5,38.29622395833333
1220024000_024,6,49.21831597222219
1220024000_025,0,31.7595775462963
1220024000_025,1,28.121093749999996
1220024000_025,2,29.741319444444443
1220024000_025,3,28.12507233796297
1220024000_025,4,27.982421875
1220024000_025,5,37.07414641203703
1220024000_025,6,47.8343605324074
1220024000_026,0,28.596361400462968
1220024000_026,1,26.42476851851852
1220024000_026,2,26.459707754629623
1220024000_026,3,26.070457175925927
1220024000_026,4,25.209852430555557
1220024000_026,5,34.95970775462963
1220024000_026,6,44.99050925925926
1220024000_027,0,26.450419560185182
1220024000_027,1,22.628255208333336
1220024000_027,2,24.49623842592592
1220024000_027,3,23.86863425925926
1220024000_027,4,22.489872685185183
1220024000_027,5,31.97164351851852
1220024000_027,6,43.01477141203703
1220024000_028,0,24.104745370370374
1220024000_028,1,21.476707175925924
1220024000_028,2,20.33449074074074
1220024000_028,3,21.54665798611111
1220024000_028,4,19.695963541666664
1220024000_028,5,28.994068287037035
1220024000_028,6,39.380584490740745
1220024000_029,0,23.92818287037037
1220024000_029,1,19.833260995370367
1220024000_029,2,18.64091435185185
1220024000_029,3,19.276331018518515
1220024000_029,4,18.888671875000004
1220024000_029,5,27.036241319444446
1220024000_029,6,37.04414062499999
1220024000_030,0,22.168663194444445
1220024000_030,1,17.41579861111111
1220024000_030,2,18.784866898148145
1220024000_030,3,17.681423611111114
1220024000_030,4,17.79202835648148
1220024000_030,5,24.500072337962965
1220024000_030,6,35.79958043981482
1220024000_031,0,22.000781250000003
1220024000_031,1,16.993634259259263
1220024000_031,2,17.331452546296294
1220024000_031,3,16.34497974537037
1220024000_031,4,15.832754629629632
1220024000_031,5,21.93923611111111
1220024000_031,6,31.546918402777777
1220024000_032,0,18.55882523148148
1220024000_032,1,15.410083912037035
1220024000_032,2,15.580005787037038
1220024000_032,3,15.824580439814818
1220024000_032,4,15.126663773148145
1220024000_032,5,19.762442129629633
1220024000_032,6,27.510503472222222
1220024000_033,0,19.292824074074076
1220024000_033,1,14.307508680555555
1220024000_033,2,13.819155092592592
1220024000_033,3,13.855685763888888
1220024000_033,4,13.42997685185185
1220024000_033,5,17.345052083333332
1220024000_033,6,23.849696180555554
1220024000_034,0,15.808101851851852
1220024000_034,1,13.68771701388889
1220024000_034,2,13.571976273148149
1220024000_034,3,14.545645254629632
1220024000_034,4,13.990379050925924
1220024000_034,5,16.81611689814815
1220024000_034,6,21.613671875
1220024000_035,0,17.042259837962963
1220024000_035,1,13.543981481481481
1220024000_035,2,15.600260416666664
1220024000_035,3,14.858579282407407
1220024000_035,4,14.283781828703702
1220024000_035,5,17.39453125
1220024000_035,6,21.127835648148142
1220024000_036,0,19.345081018518517
1220024000_036,1,17.26142939814815
1220024000_036,2,19.005714699074073
1220024000_036,3,17.575665509259256
1220024000_036,4,17.720992476851848
1220024000_036,5,20.510633680555554
1220024000_036,6,25.70170717592593
1220024000_037,0,27.49230324074074
1220024000_037,1,22.716941550925927
1220024000_037,2,24.103443287037035
1220024000_037,3,23.276475694444443
1220024000_037,4,22.365813078703706
1220024000_037,5,26.51967592592592
1220024000_037,6,34.24534143518518
1220024000_038,0,30.156076388888888
1220024000_038,1,25.844979745370374
1220024000_038,2,28.062572337962962
1220024000_038,3,24.99146412037037
1220024000_038,4,25.38541666666667
1220024000_038,5,30.504557291666668
1220024000_038,6,37.948828125000006
1220024000_039,0,30.470442708333337
1220024000_039,1,28.606336805555557
1220024000_039,2,29.518446180555557
1220024000_039,3,28.037181712962965
1220024000_039,4,26.578703703703706
1220024000_039,5,31.775245949074076
1220024000_039,6,41.09276620370371
1220024000_040,0,30.485561342592593
1220024000_040,1,29.44596354166666
1220024000_040,2,30.424334490740737
1220024000_040,3,27.837528935185187
1220024000_040,4,26.71419270833333
1220024000_040,5,33.21477141203704
1220024000_040,6,42.00737847222223
1220024000_041,0,30.11970486111111
1220024000_041,1,29.824869791666668
1220024000_041,2,29.951099537037027
1220024000_041,3,28.78870081018518
1220024000_041,4,27.369429976851844
1220024000_041,5,32.46151620370372
1220024000_041,6,42.4753761574074
1220024000_042,0,31.177531828703707
1220024000_042,1,29.042173032407405
1220024000_042,2,29.328920717592595
1220024000_042,3,27.892722800925924
1220024000_042,4,26.19089988425926
1220024000_042,5,32.61820023148149
1220024000_042,6,42.915407986111106
1220024000_043,0,29.950795717592595
1220024000_043,1,29.300781249999993
1220024000_043,2,28.453631365740744
1220024000_043,3,27.932146990740737
1220024000_043,4,25.910228587962965
1220024000_043,5,30.9609375
1220024000_043,6,42.82604166666667
1220024000_044,0,29.97365451388889
1220024000_044,1,27.69133391203703
1220024000_044,2,27.057508680555546
1220024000_044,3,26.541160300925924
1220024000_044,4,25.114366319444446
1220024000_044,5,29.53240740740741
1220024000_044,6,40.379036458333324
1220024000_045,0,28.232146990740738
1220024000_045,1,26.672743055555554
1220024000_045,2,25.785734953703702
1220024000_045,3,26.273292824074076
1220024000_045,4,25.554687499999996
1220024000_045,5,28.416087962962962
1220024000_045,6,38.86811342592593
1220024000_046,0,26.303428819444445
1220024000_046,1,25.211588541666668
1220024000_046,2,24.897063078703702
1220024000_046,3,24.337311921296294
1220024000_046,4,23.0734230324074
1220024000_046,5,27.80049189814815
1220024000_046,6,35.68328993055555
1220024000_047,0,25.050231481481482
1220024000_047,1,24.06684027777778
1220024000_047,2,24.43844039351852
1220024000_047,3,23.23668981481482
1220024000_047,4,21.701533564814806
1220024000_047,5,25.970992476851848
1220024000_047,6,34.79822048611111
1220024000_048,0,23.633666087962958
1220024000_048,1,21.976056134259263
1220024000_048,2,22.559461805555557
1220024000_048,3,21.360677083333332
1220024000_048,4,21.13577835648148
1220024000_048,5,24.708767361111107
1220024000_048,6,31.755353009259256
1220024000_049,0,22.632436342592595
1220024000_049,1,21.13425925925926
1220024000_049,2,21.139612268518515
1220024000_049,3,20.258897569444443
1220024000_049,4,19.76584201388889
1220024000_049,5,22.6939380787037
1220024000_049,6,28.28388310185185
1220024000_050,0,19.61990740740741
1220024000_050,1,19.67607060185186
1220024000_050,2,18.832537615740744
1220024000_050,3,18.860532407407405
1220024000_050,4,18.83810763888889
1220024000_050,5,20.771267361111114
1220024000_050,6,27.647482638888885
1220024000_051,0,19.01961805555556
1220024000_051,1,17.870442708333332
1220024000_051,2,18.317491319444443
1220024000_051,3,17.976707175925924
1220024000_051,4,17.225694444444443
1220024000_051,5,19.767505787037038
1220024000_051,6,24.862442129629635
1220024000_052,0,18.62745949074074
1220024000_052,1,17.28812210648148
