SERVICE_MINILINK,time,speed
1220025200_004,0,34.19350405092592
1220025200_004,1,32.112991898148145
1220025200_004,2,33.16869212962962
1220025200_004,3,32.48640046296296
1220025200_004,4,32.29745370370371
1220025200_004,5,33.23075810185185
1220025200_004,6,33.798075810185196
1220025200_005,0,35.568127893518515
1220025200_005,1,34.70869502314815
1220025200_005,2,35.37138310185185
1220025200_005,3,34.14945023148149
1220025200_005,4,34.50672743055556
1220025200_005,5,35.3744212962963
1220025200_005,6,36.97291666666666
1220025200_006,0,37.10714699074074
1220025200_006,1,36.121672453703695
1220025200_006,2,36.38780381944445
1220025200_006,3,36.34411168981482
1220025200_006,4,35.64091435185184
1220025200_006,5,36.39149305555557
1220025200_006,6,39.130700231481484
1220025200_007,0,38.40253182870371
1220025200_007,1,37.29137731481481
1220025200_007,2,36.62138310185185
1220025200_007,3,36.2810329861111
1220025200_007,4,36.198423032407405
1220025200_007,5,37.37210648148148
1220025200_007,6,39.06037326388889
1220025200_008,0,38.26354166666667
1220025200_008,1,36.833622685185176
1220025200_008,2,36.625
1220025200_008,3,35.80034722222223
1220025200_008,4,37.116464120370374
1220025200_008,5,37.670138888888886
1220025200_008,6,39.239134837962965
1220025200_009,0,36.70027488425927
1220025200_009,1,36.600766782407405
1220025200_009,2,37.97605613425925
1220025200_009,3,36.613064236111114
1220025200_009,4,36.586371527777786
1220025200_009,5,38.443142361111114
1220025200_009,6,40.658998842592595
1220025200_010,0,38.566825810185186
1220025200_010,1,36.65523726851851
1220025200_010,2,37.828269675925924
1220025200_010,3,36.50542534722222
1220025200_010,4,36.31676793981481
1220025200_010,5,37.60597511574074
1220025200_010,6,40.07718460648148
1220025200_011,0,38.559548611111104
1220025200_011,1,35.91731770833333
1220025200_011,2,36.52727141203703
1220025200_011,3,36.08492476851852
1220025200_011,4,36.03696469907407
1220025200_011,5,36.95355902777777
1220025200_011,6,40.26569733796295
1220025200_012,0,38.31775173611111
1220025200_012,1,35.1911892361111
1220025200_012,2,36.77133969907407
1220025200_012,3,35.12152777777778
1220025200_012,4,35.85199652777777
1220025200_012,5,36.383825231481474
1220025200_012,6,39.75636574074075
1220025200_013,0,38.16385995370369
1220025200_013,1,35.93489583333332
1220025200_013,2,36.23864293981481
1220025200_013,3,34.427083333333336
1220025200_013,4,36.122178819444436
1220025200_013,5,36.11798321759258
1220025200_013,6,39.663642939814814
1220025200_014,0,36.693836805555556
1220025200_014,1,34.88136574074074
1220025200_014,2,34.69140625
1220025200_014,3,34.420717592592595
1220025200_014,4,34.705367476851855
1220025200_014,5,36.11082175925926
1220025200_014,6,39.635228587962956
1220025200_015,0,35.34846643518518
1220025200_015,1,33.469979745370374
1220025200_015,2,33.33340567129629
1220025200_015,3,32.27119502314815
1220025200_015,4,32.685112847222214
1220025200_015,5,34.936270254629626
1220025200_015,6,38.653877314814814
1220025200_016,0,33.765277777777776
1220025200_016,1,31.284432870370367
1220025200_016,2,31.395254629629637
1220025200_016,3,30.736255787037035
1220025200_016,4,31.05287905092593
1220025200_016,5,34.50788483796297
1220025200_016,6,38.58910590277778
1220025200_017,0,35.669444444444444
1220025200_017,1,33.93214699074074
1220025200_017,2,33.87507233796296
1220025200_017,3,33.90285011574075
1220025200_017,4,32.99992766203704
1220025200_017,5,36.71361400462963
1220025200_017,6,39.77310474537038
1220025200_018,0,37.64861111111112
1220025200_018,1,36.452907986111114
1220025200_018,2,36.4525462962963
1220025200_018,3,35.10763888888888
1220025200_018,4,35.18359374999999
1220025200_018,5,38.14756944444444
1220025200_018,6,43.400130208333344
1220025200_019,0,39.066116898148145
1220025200_019,1,37.47540509259259
1220025200_019,2,37.44603587962962
1220025200_019,3,36.77235243055556
1220025200_019,4,36.25860821759259
1220025200_019,5,39.013671875
1220025200_019,6,43.40341435185184
1220025200_020,0,39.35085358796297
1220025200_020,1,37.28942418981481
1220025200_020,2,38.494719328703695
1220025200_020,3,36.41008391203704
1220025200_020,4,36.11559606481481
1220025200_020,5,38.73611111111111
1220025200_020,6,42.93187210648148
1220025200_021,0,38.28838252314815
1220025200_021,1,35.463758680555564
1220025200_021,2,36.91753472222222
1220025200_021,3,35.828920717592595
1220025200_021,4,35.6333912037037
1220025200_021,5,38.34223090277777
1220025200_021,6,42.40768229166666
1220025200_022,0,36.89814814814815
1220025200_022,1,34.19415509259259
1220025200_022,2,33.739149305555564
1220025200_022,3,33.280526620370374
1220025200_022,4,33.07407407407408
1220025200_022,5,36.58174189814816
1220025200_022,6,40.9285300925926
1220025200_023,0,34.093301504629636
1220025200_023,1,30.26475694444444
1220025200_023,2,31.489583333333332
1220025200_023,3,29.86096643518518
1220025200_023,4,31.160807291666668
1220025200_023,5,33.438151041666664
1220025200_023,6,37.26155960648149
1220025200_024,0,29.96656539351851
1220025200_024,1,25.516131365740737
1220025200_024,2,26.314525462962962
1220025200_024,3,25.012297453703706
1220025200_024,4,26.61812789351852
1220025200_024,5,28.614510995370374
1220025200_024,6,32.22796585648149
1220025200_025,0,24.425520833333334
1220025200_025,1,22.158492476851848
1220025200_025,2,24.212745949074073
1220025200_025,3,20.696180555555557
1220025200_025,4,23.36957465277778
1220025200_025,5,24.858506944444443
1220025200_025,6,28.60458622685185
1220025200_026,0,25.145254629629633
1220025200_026,1,22.30642361111111
1220025200_026,2,23.22909432870371
1220025200_026,3,23.365885416666668
1220025200_026,4,22.307798032407405
1220025200_026,5,23.349609375000004
1220025200_026,6,25.07083333333334
1220025200_027,0,32.25396412037037
1220025200_027,1,29.543330439814813
1220025200_027,2,30.88519965277778
1220025200_027,3,29.194299768518515
1220025200_027,4,29.05092592592593
1220025200_027,5,30.331380208333332
1220025200_027,6,31.870703125000006
1220025200_028,0,35.721354166666664
1220025200_028,1,32.69639756944444
1220025200_028,2,34.05186631944444
1220025200_028,3,32.48538773148148
1220025200_028,4,33.22359664351851
1220025200_028,5,34.42158564814814
1220025200_028,6,35.968532986111114
1220025200_029,0,37.90049189814815
1220025200_029,1,34.83275462962964
1220025200_029,2,36.39293981481481
1220025200_029,3,33.43901909722222
1220025200_029,4,34.44198495370372
1220025200_029,5,36.22222222222222
1220025200_029,6,39.71747685185184
1220025200_030,0,39.91119791666666
1220025200_030,1,36.46187789351852
1220025200_030,2,37.897352430555564
1220025200_030,3,36.15379050925926
1220025200_030,4,35.728660300925924
1220025200_030,5,38.59396701388888
1220025200_030,6,41.94444444444445
1220025200_031,0,40.67009548611111
1220025200_031,1,38.250289351851855
1220025200_031,2,37.68844039351851
1220025200_031,3,36.60141782407407
1220025200_031,4,36.68815104166667
1220025200_031,5,39.95768229166667
1220025200_031,6,43.28574942129629
1220025200_032,0,39.24014756944444
1220025200_032,1,37.70261863425926
1220025200_032,2,38.125217013888886
1220025200_032,3,36.96911168981482
1220025200_032,4,36.967664930555564
1220025200_032,5,39.345992476851855
1220025200_032,6,43.38981481481481
1220025200_033,0,40.29424189814815
1220025200_033,1,36.82045717592593
1220025200_033,2,37.297887731481495
1220025200_033,3,36.48365162037037
1220025200_033,4,35.843532986111114
1220025200_033,5,39.15538194444444
1220025200_033,6,43.64541377314816
1220025200_034,0,39.024103009259264
1220025200_034,1,37.2277199074074
1220025200_034,2,37.322554976851855
1220025200_034,3,36.30150462962963
1220025200_034,4,35.650607638888886
1220025200_034,5,39.214048032407405
1220025200_034,6,42.182942708333336
1220025200_035,0,39.2044849537037
1220025200_035,1,35.91312210648149
1220025200_035,2,35.17455150462964
1220025200_035,3,34.88078703703704
1220025200_035,4,34.91984953703703
1220025200_035,5,38.87984664351852
1220025200_035,6,42.441420717592585
1220025200_036,0,39.64751157407407
1220025200_036,1,37.113064236111114
1220025200_036,2,36.42766203703704
1220025200_036,3,34.18308738425926
1220025200_036,4,34.775607638888886
1220025200_036,5,38.73321759259259
1220025200_036,6,42.19101562500001
1220025200_037,0,39.52489872685186
1220025200_037,1,36.16796875
1220025200_037,2,35.40805844907406
1220025200_037,3,35.011067708333336
1220025200_037,4,34.77018229166666
1220025200_037,5,38.88375289351851
1220025200_037,6,43.21006944444443
1220025200_038,0,37.83988715277777
1220025200_038,1,35.45797164351851
1220025200_038,2,34.94321469907407
1220025200_038,3,34.793547453703695
1220025200_038,4,34.26960358796296
1220025200_038,5,39.028501157407405
1220025200_038,6,43.312282986111114
1220025200_039,0,36.41971932870371
1220025200_039,1,33.89699074074075
1220025200_039,2,34.53197337962963
1220025200_039,3,32.68272569444444
1220025200_039,4,32.70044849537038
1220025200_039,5,38.00940393518518
1220025200_039,6,42.52296006944444
1220025200_040,0,34.57821180555555
1220025200_040,1,31.588614004629633
1220025200_040,2,33.09367766203704
1220025200_040,3,31.16521990740741
1220025200_040,4,30.847366898148138
1220025200_040,5,36.91370081018519
1220025200_040,6,40.9044704861111
1220025200_041,0,32.85023148148148
1220025200_041,1,28.62934027777777
1220025200_041,2,30.646846064814806
1220025200_041,3,28.471064814814806
1220025200_041,4,28.081163194444443
1220025200_041,5,35.50976562500001
1220025200_041,6,39.79609375
1220025200_042,0,29.424638310185188
1220025200_042,1,27.036168981481477
1220025200_042,2,27.235026041666664
1220025200_042,3,26.57682291666666
1220025200_042,4,25.70580150462963
1220025200_042,5,33.50274884259259
1220025200_042,6,39.385879629629635
1220025200_043,0,28.221629050925927
1220025200_043,1,23.580584490740737
1220025200_043,2,24.504991319444443
1220025200_043,3,24.02756076388889
1220025200_043,4,23.27510127314815
1220025200_043,5,30.711733217592595
1220025200_043,6,37.61161747685185
1220025200_044,0,25.506163194444444
1220025200_044,1,20.977430555555554
1220025200_044,2,21.921875
1220025200_044,3,21.41109664351852
1220025200_044,4,21.08166956018518
1220025200_044,5,28.592303240740737
1220025200_044,6,35.59878472222222
1220025200_045,0,21.51631944444445
1220025200_045,1,19.017578125000004
1220025200_045,2,19.768952546296298
1220025200_045,3,18.39091435185185
1220025200_045,4,18.451822916666668
1220025200_045,5,25.928602430555554
1220025200_045,6,33.80153356481482
1220025200_046,0,19.538454861111113
1220025200_046,1,16.27242476851852
1220025200_046,2,16.296223958333332
1220025200_046,3,15.602864583333334
1220025200_046,4,15.820023148148149
1220025200_046,5,22.424406828703706
1220025200_046,6,31.072309027777777
1220025200_047,0,16.19412615740741
1220025200_047,1,13.842158564814811
1220025200_047,2,13.924768518518517
1220025200_047,3,13.511718749999998
1220025200_047,4,13.343822337962964
1220025200_047,5,19.485532407407405
1220025200_047,6,27.0876880787037
1220025200_048,0,14.631293402777779
1220025200_048,1,13.072771990740737
1220025200_048,2,12.335865162037038
1220025200_048,3,12.649522569444445
1220025200_048,4,11.963686342592592
1220025200_048,5,16.24146412037037
1220025200_048,6,24.3853443287037
1220025200_049,0,13.704658564814817
1220025200_049,1,12.418041087962964
1220025200_049,2,11.65675636574074
1220025200_049,3,11.614438657407407
1220025200_049,4,11.311125578703702
1220025200_049,5,14.72092013888889
1220025200_049,6,20.17868923611111
1220025200_050,0,10.783347800925926
1220025200_050,1,10.916883680555557
1220025200_050,2,10.882161458333334
1220025200_050,3,10.801070601851853
1220025200_050,4,10.04347511574074
1220025200_050,5,13.290870949074074
1220025200_050,6,17.964424189814817
1220025200_051,0,9.664293981481482
1220025200_051,1,9.355468750000002
1220025200_051,2,9.49435763888889
1220025200_051,3,9.236038773148149
1220025200_051,4,9.20920138888889
1220025200_051,5,11.304976851851851
1220025200_051,6,15.041521990740739
1220025200_052,0,9.496672453703702
1220025200_052,1,7.99291087962963
1220025200_052,2,8.628616898148147
1220025200_052,3,7.963541666666667
1220025200_052,4,8.358434606481483
1220025200_052,5,10.155815972222221
1220025200_052,6,11.526548032407407
1220025200_053,0,9.571643518518519
1220025200_053,1,9.640914351851855
1220025200_053,2,9.63404224537037
1220025200_053,3,8.470703125
1220025200_053,4,9.266927083333332
1220025200_053,5,10.825014467592592
1220025200_053,6,12.137340856481481
1220025200_054,0,14.775043402777776
1220025200_054,1,14.943359375
1220025200_054,2,14.708550347222221
1220025200_054,3,13.693287037037038
1220025200_054,4,14.458550347222221
1220025200_054,5,17.69900173611111
1220025200_054,6,19.085677083333334
1220025200_055,0,19.65279224537037
1220025200_055,1,20.46448206018518
1220025200_055,2,20.31300636574074
1220025200_055,3,19.158420138888893
1220025200_055,4,20.028862847222218
1220025200_055,5,22.997251157407405
1220025200_055,6,23.676576967592588
1220025200_056,0,22.970775462962962
1220025200_056,1,24.151186342592595
1220025200_056,2,24.38331886574074
1220025200_056,3,23.311704282407405
1220025200_056,4,22.647063078703706
1220025200_056,5,25.413194444444446
1220025200_056,6,27.82170138888889
1220025300_001,0,23.735460069444443
1220025300_001,1,20.781756365740744
1220025300_001,2,22.164930555555554
1220025300_001,3,21.09526909722222
1220025300_001,4,21.996021412037038
1220025300_001,5,22.919777199074073
1220025300_001,6,26.197468171296293
1220025300_002,0,26.630193865740754
1220025300_002,1,26.228587962962962
1220025300_002,2,24.804036458333332
1220025300_002,3,25.34497974537037
1220025300_002,4,26.044343171296298
1220025300_002,5,27.575737847222225
1220025300_002,6,30.483767361111113
1220025300_003,0,31.01864872685185
1220025300_003,1,28.753761574074076
1220025300_003,2,28.298032407407405
1220025300_003,3,28.6640625
1220025300_003,4,28.803313078703702
1220025300_003,5,32.57884837962963
1220025300_003,6,36.117795138888894
1220025300_004,0,33.66529224537036
1220025300_004,1,31.252676504629637
1220025300_004,2,31.051649305555557
1220025300_004,3,31.03305844907407
1220025300_004,4,32.03956886574074
1220025300_004,5,34.900679976851855
1220025300_004,6,39.86390335648149
1220025300_005,0,36.41442418981481
1220025300_005,1,33.61964699074074
1220025300_005,2,33.64489293981481
1220025300_005,3,33.09165219907407
1220025300_005,4,33.77698206018519
1220025300_005,5,37.97620081018519
1220025300_005,6,43.124464699074075
1220025300_006,0,37.35062210648149
1220025300_006,1,34.23958333333333
1220025300_006,2,35.147135416666664
1220025300_006,3,34.49862557870372
1220025300_006,4,34.95601851851851
1220025300_006,5,38.77741608796295
1220025300_006,6,44.99810474537037
1220025300_007,0,37.18221932870371
1220025300_007,1,35.26757812499999
1220025300_007,2,33.89380787037037
1220025300_007,3,35.744140625
1220025300_007,4,34.64438657407408
1220025300_007,5,39.19639756944444
1220025300_007,6,47.360460069444436
1220025300_008,0,37.91903935185185
1220025300_008,1,35.10857928240741
1220025300_008,2,33.80128761574074
1220025300_008,3,34.69386574074074
1220025300_008,4,34.22902199074074
1220025300_008,5,39.170355902777764
1220025300_008,6,46.088440393518525
1220025300_009,0,37.29129050925926
1220025300_009,1,33.785807291666664
1220025300_009,2,33.06474247685185
1220025300_009,3,33.64395254629629
1220025300_009,4,33.70044849537037
1220025300_009,5,38.439163773148145
1220025300_009,6,46.241710069444444
1220025300_010,0,36.58064236111112
1220025300_010,1,33.841073495370374
1220025300_010,2,32.845992476851855
1220025300_010,3,32.455873842592595
1220025300_010,4,33.40183738425926
1220025300_010,5,39.046585648148145
1220025300_010,6,46.38754340277778
1220025300_011,0,35.73145254629628
1220025300_011,1,32.843967013888886
1220025300_011,2,32.18438946759259
1220025300_011,3,33.011574074074076
1220025300_011,4,32.47468171296296
1220025300_011,5,37.772063078703695
1220025300_011,6,46.967679398148164
1220025300_012,0,35.92521701388889
1220025300_012,1,31.450665509259263
1220025300_012,2,31.669560185185187
1220025300_012,3,31.309244791666668
1220025300_012,4,31.613932291666668
1220025300_012,5,37.67874710648149
1220025300_012,6,46.66765046296297
1220025300_013,0,35.11743344907408
1220025300_013,1,30.515118634259252
1220025300_013,2,30.055483217592595
1220025300_013,3,30.473741319444443
1220025300_013,4,31.245370370370374
1220025300_013,5,36.59997106481481
1220025300_013,6,46.394184027777776
1220025300_014,0,33.63194444444445
1220025300_014,1,28.34526909722223
1220025300_014,2,28.64887152777778
1220025300_014,3,29.950520833333332
1220025300_014,4,28.90950520833332
1220025300_014,5,34.733579282407405
1220025300_014,6,44.81603009259259
1220025300_015,0,30.3736400462963
1220025300_015,1,26.639250578703702
1220025300_015,2,27.129484953703702
1220025300_015,3,27.59346064814814
1220025300_015,4,26.957754629629633
1220025300_015,5,32.48090277777778
1220025300_015,6,41.53025173611111
1220025300_016,0,31.83660300925926
1220025300_016,1,28.41080729166666
1220025300_016,2,27.861689814814813
1220025300_016,3,27.988715277777782
1220025300_016,4,27.942563657407405
1220025300_016,5,33.312282986111114
1220025300_016,6,42.93600983796296
1220025300_017,0,32.82913773148148
1220025300_017,1,29.326461226851848
1220025300_017,2,29.094401041666668
1220025300_017,3,29.230975115740737
1220025300_017,4,29.36385995370371
1220025300_017,5,34.43033854166667
1220025300_017,6,44.41603009259259
1220025300_018,0,34.419241898148144
1220025300_018,1,30.73885995370371
1220025300_018,2,30.36740451388889
1220025300_018,3,30.19292534722222
1220025300_018,4,30.30374710648148
1220025300_018,5,35.62796585648149
1220025300_018,6,45.93564814814813
1220025300_019,0,35.06361400462962
1220025300_019,1,30.860170717592595
1220025300_019,2,31.168185763888896
1220025300_019,3,29.71195023148148
1220025300_019,4,30.10980902777778
1220025300_019,5,36.08731192129628
1220025300_019,6,47.48774594907407
1220025300_020,0,34.9607494212963
1220025300_020,1,30.785445601851848
1220025300_020,2,30.21636284722222
1220025300_020,3,29.95999710648148
1220025300_020,4,30.248191550925924
1220025300_020,5,35.88252314814814
1220025300_020,6,47.61147280092593
1220025300_021,0,34.05193865740741
1220025300_021,1,29.079137731481485
1220025300_021,2,29.68923611111111
1220025300_021,3,29.620008680555557
1220025300_021,4,30.001229745370367
1220025300_021,5,34.82913773148149
1220025300_021,6,47.86141493055557
1220025300_022,0,32.51561053240741
1220025300_022,1,28.70471643518518
1220025300_022,2,28.664568865740737
1220025300_022,3,28.166377314814817
1220025300_022,4,28.65856481481482
1220025300_022,5,33.80041956018519
1220025300_022,6,45.84765624999999
1220025300_023,0,32.183434606481484
1220025300_023,1,26.83890335648148
1220025300_023,2,27.625
1220025300_023,3,26.720847800925924
1220025300_023,4,27.394169560185187
1220025300_023,5,32.60344328703704
1220025300_023,6,45.6476273148148
1220025300_024,0,31.30034722222222
1220025300_024,1,26.083767361111114
1220025300_024,2,26.54680266203703
1220025300_024,3,25.31293402777778
1220025300_024,4,25.315321180555557
1220025300_024,5,31.061270254629626
1220025300_024,6,44.21019965277778
1220025300_025,0,29.969053819444444
1220025300_025,1,23.288628472222218
1220025300_025,2,24.496817129629633
1220025300_025,3,22.878544560185187
1220025300_025,4,23.497178819444443
1220025300_025,5,28.42476851851852
1220025300_025,6,40.89037905092593
1220025300_026,0,27.017390046296295
1220025300_026,1,21.413990162037035
1220025300_026,2,22.007161458333336
1220025300_026,3,20.48394097222222
1220025300_026,4,20.470413773148145
1220025300_026,5,24.389322916666668
1220025300_026,6,37.256640624999996
1220025300_027,0,22.477184606481483
1220025300_027,1,17.899956597222225
1220025300_027,2,18.35590277777778
1220025300_027,3,17.338541666666668
1220025300_027,4,17.340494791666668
1220025300_027,5,20.445023148148152
1220025300_027,6,33.200824652777776
1220025300_028,0,17.173799189814815
1220025300_028,1,13.52365451388889
1220025300_028,2,14.217809606481481
1220025300_028,3,13.750868055555555
1220025300_028,4,13.670283564814817
1220025300_028,5,16.444661458333332
1220025300_028,6,25.554600694444446
1220025300_029,0,14.294690393518517
1220025300_029,1,11.380497685185185
1220025300_029,2,11.949074074074073
1220025300_029,3,11.623408564814817
1220025300_029,4,11.302879050925926
1220025300_029,5,12.487557870370372
1220025300_029,6,19.204817708333337
1220025300_030,0,15.527806712962967
1220025300_030,1,14.538628472222221
1220025300_030,2,14.957392939814813
1220025300_030,3,15.794777199074076
1220025300_030,4,14.641927083333334
1220025300_030,5,16.61443865740741
1220025300_030,6,22.512991898148147
1220025300_031,0,20.144444444444453
1220025300_031,1,18.714988425925924
1220025300_031,2,19.6796875
1220025300_031,3,20.225477430555554
1220025300_031,4,19.70876736111111
1220025300_031,5,22.47214988425926
1220025300_031,6,28.96961805555555
1220025300_032,0,24.679861111111112
1220025300_032,1,21.97873263888889
1220025300_032,2,22.57544849537037
1220025300_032,3,22.41984953703704
1220025300_032,4,22.793113425925924
1220025300_032,5,27.349971064814813
1220025300_032,6,35.31608796296295
1220025300_033,0,27.44605034722222
1220025300_033,1,25.03783275462963
1220025300_033,2,25.121383101851855
1220025300_033,3,24.91312210648148
1220025300_033,4,23.760344328703706
1220025300_033,5,30.2734375
1220025300_033,6,40.818026620370375
1220025300_034,0,28.26320891203704
1220025300_034,1,25.072916666666664
1220025300_034,2,25.69820601851852
1220025300_034,3,25.188874421296298
1220025300_034,4,25.836082175925924
1220025300_034,5,32.77445023148149
1220025300_034,6,42.89749710648148
1220025300_035,0,28.777025462962968
1220025300_035,1,26.107132523148145
1220025300_035,2,26.89619502314815
1220025300_035,3,26.207682291666664
1220025300_035,4,26.33832465277778
1220025300_035,5,31.684100115740744
1220025300_035,6,45.09020543981481
1220025300_036,0,28.989510995370367
1220025300_036,1,26.75491898148148
1220025300_036,2,26.749131944444446
1220025300_036,3,26.087890625
1220025300_036,4,25.74269386574074
1220025300_036,5,31.610604745370367
1220025300_036,6,45.53509837962962
1220025300_037,0,29.11753472222222
1220025300_037,1,26.108651620370374
1220025300_037,2,25.35677083333333
1220025300_037,3,25.543402777777782
1220025300_037,4,25.027488425925924
1220025300_037,5,32.330222800925924
1220025300_037,6,45.432494212962965
1220025300_038,0,29.06092303240741
1220025300_038,1,24.431785300925927
1220025300_038,2,24.901114004629626
1220025300_038,3,25.595486111111118
1220025300_038,4,24.301215277777775
1220025300_038,5,30.265118634259256
1220025300_038,6,45.492766203703695
1220025300_039,0,27.63122106481482
1220025300_039,1,24.04918981481482
1220025300_039,2,24.039424189814813
1220025300_039,3,23.990379050925924
1220025300_039,4,23.750361689814806
1220025300_039,5,28.952256944444443
1220025300_039,6,43.327401620370374
1220025300_040,0,26.558680555555554
1220025300_040,1,24.037543402777775
1220025300_040,2,23.415509259259256
1220025300_040,3,22.228370949074076
1220025300_040,4,22.603587962962965
1220025300_040,5,26.838469328703706
1220025300_040,6,42.483637152777774
1220025300_041,0,24.817650462962963
1220025300_041,1,21.144169560185183
1220025300_041,2,20.756582754629633
1220025300_041,3,20.819950810185183
1220025300_041,4,21.37123842592592
1220025300_041,5,26.105396412037035
1220025300_041,6,40.02145543981483
1220025300_042,0,22.396122685185187
1220025300_042,1,18.60445601851852
1220025300_042,2,19.99905960648148
1220025300_042,3,19.083188657407405
1220025300_042,4,18.851634837962965
1220025300_042,5,23.860677083333332
1220025300_042,6,36.58550347222222
1220025300_043,0,21.63493923611111
1220025300_043,1,18.314959490740744
1220025300_043,2,18.570963541666668
1220025300_043,3,17.598885995370367
1220025300_043,4,18.082826967592595
1220025300_043,5,22.21050347222222
1220025300_043,6,35.93629918981481
1220025300_044,0,21.432335069444445
1220025300_044,1,18.32392939814815
1220025300_044,2,18.185691550925924
1220025300_044,3,17.314453124999996
1220025300_044,4,16.692997685185187
1220025300_044,5,21.598813657407405
1220025300_044,6,34.84836516203704
1220025300_045,0,20.205483217592594
1220025300_045,1,16.12160011574074
1220025300_045,2,16.946035879629633
1220025300_045,3,16.008246527777775
1220025300_045,4,14.837890624999996
1220025300_045,5,19.289930555555557
1220025300_045,6,33.1745949074074
1220025300_046,0,18.746918402777784
1220025300_046,1,14.705656828703704
1220025300_046,2,14.606336805555555
1220025300_046,3,13.36935763888889
1220025300_046,4,13.251012731481481
1220025300_046,5,16.73857060185185
1220025300_046,6,29.3793113425926
1220025300_047,0,16.13310185185185
1220025300_047,1,11.735387731481483
1220025300_047,2,12.350260416666666
1220025300_047,3,11.829933449074073
1220025300_047,4,11.13454861111111
1220025300_047,5,14.142867476851853
1220025300_047,6,26.098567708333327
1220025300_048,0,15.224363425925928
1220025300_048,1,10.20384837962963
1220025300_048,2,10.069299768518519
1220025300_048,3,9.908637152777779
1220025300_048,4,9.493127893518517
1220025300_048,5,11.315248842592593
1220025300_048,6,21.080193865740743
1220025300_049,0,14.188368055555555
1220025300_049,1,8.746672453703702
1220025300_049,2,9.275462962962964
1220025300_049,3,7.782841435185184
1220025300_049,4,8.279369212962962
1220025300_049,5,9.120225694444445
1220025300_049,6,17.59249131944445
1220025300_050,0,13.081684027777778
1220025300_050,1,6.8458478009259265
1220025300_050,2,6.629846643518519
1220025300_050,3,6.325014467592592
1220025300_050,4,6.814959490740741
1220025300_050,5,6.838903356481481
1220025300_050,6,13.425376157407406
1220025300_051,0,9.450607638888888
1220025300_051,1,6.077763310185186
1220025300_051,2,4.826605902777778
1220025300_051,3,5.506655092592593
1220025300_051,4,5.66796875
1220025300_051,5,5.646846064814815
1220025300_051,6,9.844314236111112
1220025300_052,0,7.8373697916666645
1220025300_052,1,4.192201967592592
1220025300_052,2,4.508463541666667
1220025300_052,3,4.270471643518519
1220025300_052,4,3.8359375
1220025300_052,5,4.578342013888889
1220025300_052,6,6.2481481481481485
1220025300_053,0,5.462688078703703
1220025300_053,1,3.956669560185185
1220025300_053,2,3.628689236111111
1220025300_053,3,4.151837384259259
1220025300_053,4,4.282552083333333
1220025300_053,5,4.488932291666667
1220025300_053,6,4.934085648148148
1220025300_054,0,8.256712962962963
1220025300_054,1,7.1417824074074066
1220025300_054,2,7.087745949074074
1220025300_054,3,7.174189814814816
1220025300_054,4,6.82740162037037
1220025300_054,5,7.582899305555555
1220025300_054,6,7.954947916666667
1220025300_055,0,14.723495370370367
1220025300_055,1,14.464192708333334
1220025300_055,2,15.298466435185183
1220025300_055,3,14.686125578703704
1220025300_055,4,13.660807291666668
1220025300_055,5,14.962094907407407
1220025300_055,6,16.069560185185182
1220025300_056,0,21.882696759259264
1220025300_056,1,21.551504629629633
1220025300_056,2,21.898582175925927
1220025300_056,3,20.72952835648148
1220025300_056,4,21.934968171296294
1220025300_056,5,21.59809027777778
1220025300_056,6,22.695355902777777
1220026000_001,0,22.751215277777778
1220026000_001,1,22.42867476851852
1220026000_001,2,22.877821180555557
1220026000_001,3,22.416377314814813
1220026000_001,4,21.560257523148145
1220026000_001,5,24.75260416666667
1220026000_001,6,28.023755787037043
1220026000_002,0,25.818880208333333
1220026000_002,1,25.040509259259252
1220026000_002,2,25.623914930555554
1220026000_002,3,24.295066550925924
1220026000_002,4,24.672743055555554
1220026000_002,5,26.521484375000007
1220026000_002,6,32.037326388888886
1220026000_003,0,29.905092592592588
1220026000_003,1,27.18938078703703
1220026000_003,2,27.72497106481481
1220026000_003,3,27.59136284722222
1220026000_003,4,27.712528935185194
1220026000_003,5,28.01005497685185
1220026000_003,6,35.83715277777779
1220026000_004,0,32.98961226851851
1220026000_004,1,32.56980613425926
1220026000_004,2,32.59620949074073
1220026000_004,3,30.870225694444443
1220026000_004,4,31.483000578703702
1220026000_004,5,33.49341724537038
1220026000_004,6,38.704832175925915
1220026000_005,0,35.13919270833333
1220026000_005,1,34.439163773148145
1220026000_005,2,34.98922164351852
1220026000_005,3,34.16095196759259
1220026000_005,4,34.51511863425925
1220026000_005,5,37.38281249999999
1220026000_005,6,41.46754918981481
1220026000_006,0,36.33462094907408
1220026000_006,1,37.19003182870372
1220026000_006,2,36.10836226851851
1220026000_006,3,36.19458912037037
1220026000_006,4,36.19133391203704
1220026000_006,5,38.32233796296296
1220026000_006,6,42.91038773148149
1220026000_007,0,37.10073784722223
1220026000_007,1,36.746744791666664
1220026000_007,2,36.63642939814815
1220026000_007,3,35.87615740740741
1220026000_007,4,35.68561921296296
1220026000_007,5,39.03660300925925
1220026000_007,6,44.11355613425926
1220026000_008,0,36.536834490740745
1220026000_008,1,36.08369502314815
1220026000_008,2,36.09223090277778
1220026000_008,3,36.01692708333334
1220026000_008,4,35.027994791666664
1220026000_008,5,38.00506365740741
1220026000_008,6,43.243619791666674
1220026000_009,0,36.62711226851851
1220026000_009,1,37.64525462962963
1220026000_009,2,35.4148582175926
1220026000_009,3,35.454788773148145
1220026000_009,4,35.430483217592595
