SERVICE_MINILINK,date,speed
1220023300_004,2018-04-15,35.76121238425926
1220023300_004,2018-04-16,29.096426504629633
1220023300_004,2018-04-17,26.13237847222222
1220023300_004,2018-04-18,28.179398148148145
1220023300_004,2018-04-19,27.005787037037035
1220023300_004,2018-04-20,25.86255787037037
1220023300_004,2018-04-21,29.684606481481485
1220023300_004,2018-04-22,37.21773726851851
1220023300_004,2018-04-23,27.818504050925927
1220023300_004,2018-04-24,26.800491898148145
1220023300_004,2018-04-25,27.689380787037035
1220023300_004,2018-04-26,26.037037037037035
1220023300_004,2018-04-27,25.052083333333332
1220023300_004,2018-04-28,28.81076388888889
1220023300_004,2018-04-29,37.64771412037037
1220023300_004,2018-04-30,28.113932291666668
1220023300_005,2018-04-01,40.73625578703704
1220023300_005,2018-04-02,29.989583333333332
1220023300_005,2018-04-03,27.018807870370367
1220023300_005,2018-04-04,26.13990162037037
1220023300_005,2018-04-05,25.05902777777778
1220023300_005,2018-04-06,22.994212962962965
1220023300_005,2018-04-07,25.026041666666668
1220023300_005,2018-04-08,35.91507523148148
1220023300_005,2018-04-09,28.110677083333332
1220023300_005,2018-04-10,25.370370370370367
1220023300_005,2018-04-11,27.109953703703706
1220023300_005,2018-04-12,26.390769675925924
1220023300_005,2018-04-13,24.90798611111111
1220023300_005,2018-04-14,29.192708333333332
1220023300_005,2018-04-15,36.535951967592595
1220023300_005,2018-04-16,28.64887152777778
1220023300_005,2018-04-17,27.739872685185187
1220023300_005,2018-04-18,27.471354166666668
1220023300_005,2018-04-19,27.988136574074073
1220023300_005,2018-04-20,25.403501157407405
1220023300_005,2018-04-21,29.47714120370371
1220023300_005,2018-04-22,36.369429976851855
1220023300_005,2018-04-23,28.215422453703706
1220023300_005,2018-04-24,26.00347222222222
1220023300_005,2018-04-25,27.12225115740741
1220023300_005,2018-04-26,26.66044560185185
1220023300_005,2018-04-27,23.27560763888889
1220023300_005,2018-04-28,29.06423611111111
1220023300_005,2018-04-29,37.61805555555556
1220023300_005,2018-04-30,29.80121527777778
1220023300_006,2018-04-01,38.50636574074074
1220023300_006,2018-04-02,29.676866319444443
1220023300_006,2018-04-03,26.51273148148148
1220023300_006,2018-04-04,26.294560185185187
1220023300_006,2018-04-05,24.909577546296294
1220023300_006,2018-04-06,22.61545138888889
1220023300_006,2018-04-07,25.494357638888893
1220023300_006,2018-04-08,35.05172164351851
1220023300_006,2018-04-09,28.404586226851855
1220023300_006,2018-04-10,25.043113425925924
1220023300_006,2018-04-11,26.958912037037038
1220023300_006,2018-04-12,26.272714120370367
1220023300_006,2018-04-13,25.62384259259259
1220023300_006,2018-04-14,28.187355324074076
1220023300_006,2018-04-15,37.84924768518519
1220023300_006,2018-04-16,27.829499421296294
1220023300_006,2018-04-17,25.859375
1220023300_006,2018-04-18,28.042824074074076
1220023300_006,2018-04-19,26.131655092592595
1220023300_006,2018-04-20,25.09375
1220023300_006,2018-04-21,27.76128472222222
1220023300_006,2018-04-22,35.47164351851852
1220023300_006,2018-04-23,28.67910879629629
1220023300_006,2018-04-24,25.79369212962963
1220023300_006,2018-04-25,26.50954861111111
1220023300_006,2018-04-26,25.282118055555557
1220023300_006,2018-04-27,24.877314814814813
1220023300_006,2018-04-28,27.32494212962963
1220023300_006,2018-04-29,38.610026041666664
1220023300_006,2018-04-30,28.98090277777778
1220023300_007,2018-04-01,38.135923032407405
1220023300_007,2018-04-02,29.24493634259259
1220023300_007,2018-04-03,25.422743055555557
1220023300_007,2018-04-04,24.92013888888889
1220023300_007,2018-04-05,24.191550925925927
1220023300_007,2018-04-06,22.709346064814817
1220023300_007,2018-04-07,25.824363425925924
1220023300_007,2018-04-08,36.34273726851851
1220023300_007,2018-04-09,27.808955439814817
1220023300_007,2018-04-10,24.676070601851855
1220023300_007,2018-04-11,27.172453703703706
1220023300_007,2018-04-12,25.128182870370367
1220023300_007,2018-04-13,24.63700810185185
1220023300_007,2018-04-14,24.867766203703706
1220023300_007,2018-04-15,35.277488425925924
1220023300_007,2018-04-16,27.500578703703706
1220023300_007,2018-04-17,25.178240740740744
1220023300_007,2018-04-18,26.200520833333332
1220023300_007,2018-04-19,25.51707175925926
1220023300_007,2018-04-20,24.262586805555557
1220023300_007,2018-04-21,26.810474537037035
1220023300_007,2018-04-22,34.41160300925927
1220023300_007,2018-04-23,26.61299189814815
1220023300_007,2018-04-24,25.343894675925927
1220023300_007,2018-04-25,26.863136574074076
1220023300_007,2018-04-26,26.037037037037035
1220023300_007,2018-04-27,24.26200810185185
1220023300_007,2018-04-28,27.33420138888889
1220023300_007,2018-04-29,38.00513599537037
1220023300_007,2018-04-30,28.777922453703702
1220023300_008,2018-04-01,36.50448495370372
1220023300_008,2018-04-02,26.821686921296298
1220023300_008,2018-04-03,25.932291666666668
1220023300_008,2018-04-04,24.59722222222222
1220023300_008,2018-04-05,23.403067129629633
1220023300_008,2018-04-06,22.80179398148148
1220023300_008,2018-04-07,24.30902777777778
1220023300_008,2018-04-08,32.51027199074074
1220023300_008,2018-04-09,26.759837962962965
1220023300_008,2018-04-10,24.750144675925924
1220023300_008,2018-04-11,25.600983796296294
1220023300_008,2018-04-12,23.7421875
1220023300_008,2018-04-13,24.303819444444443
1220023300_008,2018-04-14,25.666666666666668
1220023300_008,2018-04-15,34.10351562500001
1220023300_008,2018-04-16,25.956307870370367
1220023300_008,2018-04-17,25.805266203703702
1220023300_008,2018-04-18,25.359664351851855
1220023300_008,2018-04-19,24.483796296296294
1220023300_008,2018-04-20,24.07957175925926
1220023300_008,2018-04-21,25.804542824074076
1220023300_008,2018-04-22,33.798972800925924
1220023300_008,2018-04-23,25.48480902777778
1220023300_008,2018-04-24,26.264901620370367
1220023300_008,2018-04-25,25.23321759259259
1220023300_008,2018-04-26,24.891493055555557
1220023300_008,2018-04-27,23.614004629629633
1220023300_008,2018-04-28,28.161024305555557
1220023300_008,2018-04-29,35.33839699074073
1220023300_008,2018-04-30,27.005208333333332
1220023300_009,2018-04-01,34.78833912037037
1220023300_009,2018-04-02,25.649522569444443
1220023300_009,2018-04-03,24.45355902777778
1220023300_009,2018-04-04,24.08420138888889
1220023300_009,2018-04-05,21.938368055555557
1220023300_009,2018-04-06,21.08174189814815
1220023300_009,2018-04-07,22.55758101851852
1220023300_009,2018-04-08,31.830367476851848
1220023300_009,2018-04-09,23.658275462962962
1220023300_009,2018-04-10,24.156684027777775
1220023300_009,2018-04-11,24.759259259259256
1220023300_009,2018-04-12,22.270833333333332
1220023300_009,2018-04-13,23.113570601851855
1220023300_009,2018-04-14,24.21701388888889
1220023300_009,2018-04-15,32.17476851851852
1220023300_009,2018-04-16,23.945240162037038
1220023300_009,2018-04-17,25.10300925925926
1220023300_009,2018-04-18,25.647858796296294
1220023300_009,2018-04-19,23.46440972222222
1220023300_009,2018-04-20,23.333333333333332
1220023300_009,2018-04-21,25.913194444444443
1220023300_009,2018-04-22,33.172019675925924
1220023300_009,2018-04-23,23.50535300925926
1220023300_009,2018-04-24,25.05410879629629
1220023300_009,2018-04-25,25.37934027777778
1220023300_009,2018-04-26,23.315682870370367
1220023300_009,2018-04-27,22.022569444444443
1220023300_009,2018-04-28,26.21440972222222
1220023300_009,2018-04-29,34.23191550925927
1220023300_009,2018-04-30,24.151620370370367
1220023300_010,2018-04-01,33.74811921296296
1220023300_010,2018-04-02,26.986255787037038
1220023300_010,2018-04-03,23.020399305555557
1220023300_010,2018-04-04,22.410879629629633
1220023300_010,2018-04-05,21.066840277777782
1220023300_010,2018-04-06,19.965567129629633
1220023300_010,2018-04-07,22.47627314814815
1220023300_010,2018-04-08,31.901620370370374
1220023300_010,2018-04-09,26.390986689814817
1220023300_010,2018-04-10,21.909432870370367
1220023300_010,2018-04-11,23.497974537037035
1220023300_010,2018-04-12,22.772858796296294
1220023300_010,2018-04-13,21.548321759259256
1220023300_010,2018-04-14,25.34259259259259
1220023300_010,2018-04-15,33.444589120370374
1220023300_010,2018-04-16,26.637876157407405
1220023300_010,2018-04-17,22.92288773148148
1220023300_010,2018-04-18,24.17216435185185
1220023300_010,2018-04-19,23.10792824074074
1220023300_010,2018-04-20,21.813078703703702
1220023300_010,2018-04-21,25.3359375
1220023300_010,2018-04-22,32.62818287037037
1220023300_010,2018-04-23,25.261574074074073
1220023300_010,2018-04-24,23.712962962962962
1220023300_010,2018-04-25,23.60474537037037
1220023300_010,2018-04-26,22.65451388888889
1220023300_010,2018-04-27,21.250289351851855
1220023300_010,2018-04-28,23.99652777777778
1220023300_010,2018-04-29,35.22562210648149
1220023300_010,2018-04-30,26.307725694444443
1220023300_011,2018-04-01,33.48234953703704
1220023300_011,2018-04-02,23.62717013888889
1220023300_011,2018-04-03,23.105613425925924
1220023300_011,2018-04-04,21.68967013888889
1220023300_011,2018-04-05,21.91232638888889
1220023300_011,2018-04-06,20.673321759259256
1220023300_011,2018-04-07,22.613425925925927
1220023300_011,2018-04-08,31.108506944444443
1220023300_011,2018-04-09,24.371744791666668
1220023300_011,2018-04-10,20.5234375
1220023300_011,2018-04-11,22.986979166666668
1220023300_011,2018-04-12,21.583912037037035
1220023300_011,2018-04-13,20.75954861111111
1220023300_011,2018-04-14,23.583912037037035
1220023300_011,2018-04-15,31.03718171296296
1220023300_011,2018-04-16,22.29832175925926
1220023300_011,2018-04-17,22.941116898148145
1220023300_011,2018-04-18,22.239583333333332
1220023300_011,2018-04-19,22.504484953703702
1220023300_011,2018-04-20,21.580439814814813
1220023300_011,2018-04-21,25.021990740740748
1220023300_011,2018-04-22,30.591724537037035
1220023300_011,2018-04-23,22.781539351851855
1220023300_011,2018-04-24,23.59273726851852
1220023300_011,2018-04-25,22.99782986111111
1220023300_011,2018-04-26,24.30078125
1220023300_011,2018-04-27,21.5546875
1220023300_011,2018-04-28,24.651620370370367
1220023300_011,2018-04-29,34.18793402777778
1220023300_011,2018-04-30,23.394675925925924
1220023300_012,2018-04-01,32.65350115740741
1220023300_012,2018-04-02,24.67462384259259
1220023300_012,2018-04-03,22.74464699074074
1220023300_012,2018-04-04,21.70341435185185
1220023300_012,2018-04-05,21.254050925925924
1220023300_012,2018-04-06,20.88454861111111
1220023300_012,2018-04-07,21.342881944444443
1220023300_012,2018-04-08,29.860677083333332
1220023300_012,2018-04-09,24.81228298611111
1220023300_012,2018-04-10,22.48032407407407
1220023300_012,2018-04-11,21.9140625
1220023300_012,2018-04-12,21.03081597222222
1220023300_012,2018-04-13,21.12384259259259
1220023300_012,2018-04-14,22.98871527777778
1220023300_012,2018-04-15,30.54709201388889
1220023300_012,2018-04-16,23.13136574074074
1220023300_012,2018-04-17,22.881510416666668
1220023300_012,2018-04-18,21.884837962962962
1220023300_012,2018-04-19,22.29079861111111
1220023300_012,2018-04-20,21.991608796296294
1220023300_012,2018-04-21,24.13888888888889
1220023300_012,2018-04-22,30.593098958333332
1220023300_012,2018-04-23,22.903428819444443
1220023300_012,2018-04-24,23.03877314814815
1220023300_012,2018-04-25,22.65653935185185
1220023300_012,2018-04-26,21.38324652777778
1220023300_012,2018-04-27,22.069444444444443
1220023300_012,2018-04-28,24.583333333333332
1220023300_012,2018-04-29,33.289713541666664
1220023300_012,2018-04-30,23.23003472222222
1220023300_013,2018-04-01,33.07269965277778
1220023300_013,2018-04-02,22.701822916666668
1220023300_013,2018-04-03,22.483506944444443
1220023300_013,2018-04-04,21.62991898148148
1220023300_013,2018-04-05,20.90914351851852
1220023300_013,2018-04-06,20.788483796296298
1220023300_013,2018-04-07,21.49652777777778
1220023300_013,2018-04-08,29.48864293981482
1220023300_013,2018-04-09,24.034288194444443
1220023300_013,2018-04-10,20.731192129629633
1220023300_013,2018-04-11,23.18721064814815
1220023300_013,2018-04-12,21.944155092592595
1220023300_013,2018-04-13,21.499131944444443
1220023300_013,2018-04-14,24.394675925925924
1220023300_013,2018-04-15,30.727502893518515
1220023300_013,2018-04-16,22.25636574074074
1220023300_013,2018-04-17,22.600983796296298
1220023300_013,2018-04-18,22.40480324074074
1220023300_013,2018-04-19,24.26417824074074
1220023300_013,2018-04-20,22.11892361111111
1220023300_013,2018-04-21,24.57494212962963
1220023300_013,2018-04-22,32.02900752314815
1220023300_013,2018-04-23,22.75368923611111
1220023300_013,2018-04-24,22.682002314814817
1220023300_013,2018-04-25,22.432291666666668
1220023300_013,2018-04-26,22.560185185185187
1220023300_013,2018-04-27,21.346932870370367
1220023300_013,2018-04-28,23.913194444444443
1220023300_013,2018-04-29,32.97569444444444
1220023300_013,2018-04-30,22.6171875
1220023300_014,2018-04-01,34.28855613425927
1220023300_014,2018-04-02,25.842158564814817
1220023300_014,2018-04-03,23.68489583333333
1220023300_014,2018-04-04,21.672453703703702
1220023300_014,2018-04-05,20.740740740740744
1220023300_014,2018-04-06,18.521412037037038
1220023300_014,2018-04-07,21.714120370370367
1220023300_014,2018-04-08,30.462094907407405
1220023300_014,2018-04-09,25.005570023148145
1220023300_014,2018-04-10,21.09403935185185
1220023300_014,2018-04-11,22.639756944444443
1220023300_014,2018-04-12,21.494791666666668
1220023300_014,2018-04-13,21.894386574074073
1220023300_014,2018-04-14,22.440682870370367
1220023300_014,2018-04-15,32.29484953703704
1220023300_014,2018-04-16,24.392433449074073
1220023300_014,2018-04-17,21.387152777777782
1220023300_014,2018-04-18,21.97092013888889
1220023300_014,2018-04-19,22.15596064814815
1220023300_014,2018-04-20,20.91290509259259
1220023300_014,2018-04-21,23.96875
1220023300_014,2018-04-22,32.76316550925927
1220023300_014,2018-04-23,24.503110532407405
1220023300_014,2018-04-24,21.72771990740741
1220023300_014,2018-04-25,22.028501157407405
1220023300_014,2018-04-26,20.95486111111111
1220023300_014,2018-04-27,21.530960648148145
1220023300_014,2018-04-28,23.558449074074073
1220023300_014,2018-04-29,34.53457754629629
1220023300_014,2018-04-30,24.65747974537037
1220023300_015,2018-04-01,34.24356192129629
1220023300_015,2018-04-02,23.328269675925924
1220023300_015,2018-04-03,22.06423611111111
1220023300_015,2018-04-04,19.733506944444446
1220023300_015,2018-04-05,21.04976851851852
1220023300_015,2018-04-06,19.036313657407405
1220023300_015,2018-04-07,20.510706018518515
1220023300_015,2018-04-08,31.57696759259259
1220023300_015,2018-04-09,23.53862847222222
1220023300_015,2018-04-10,19.745949074074076
1220023300_015,2018-04-11,22.913483796296298
1220023300_015,2018-04-12,21.039351851851855
1220023300_015,2018-04-13,20.103443287037038
1220023300_015,2018-04-14,22.23321759259259
1220023300_015,2018-04-15,30.707899305555557
1220023300_015,2018-04-16,22.689380787037035
1220023300_015,2018-04-17,21.722800925925927
1220023300_015,2018-04-18,21.8515625
1220023300_015,2018-04-19,22.37962962962963
1220023300_015,2018-04-20,21.092303240740748
1220023300_015,2018-04-21,22.376157407407405
1220023300_015,2018-04-22,30.861472800925924
1220023300_015,2018-04-23,21.701822916666668
1220023300_015,2018-04-24,19.43894675925926
1220023300_015,2018-04-25,21.828703703703706
1220023300_015,2018-04-26,21.967881944444443
1220023300_015,2018-04-27,19.19704861111111
1220023300_015,2018-04-28,23.763310185185187
1220023300_015,2018-04-29,33.46368634259258
1220023300_015,2018-04-30,22.58940972222222
1220023300_016,2018-04-01,33.377604166666664
1220023300_016,2018-04-02,22.298466435185183
1220023300_016,2018-04-03,22.357060185185187
1220023300_016,2018-04-04,20.867766203703702
1220023300_016,2018-04-05,19.76273148148148
1220023300_016,2018-04-06,19.24811921296296
1220023300_016,2018-04-07,21.830150462962965
1220023300_016,2018-04-08,31.018518518518515
1220023300_016,2018-04-09,21.833188657407405
1220023300_016,2018-04-10,19.196180555555554
1220023300_016,2018-04-11,22.24103009259259
1220023300_016,2018-04-12,19.750000000000004
1220023300_016,2018-04-13,20.435474537037038
1220023300_016,2018-04-14,22.492187499999996
1220023300_016,2018-04-15,31.28913483796296
1220023300_016,2018-04-16,22.418547453703702
1220023300_016,2018-04-17,21.01200810185185
1220023300_016,2018-04-18,20.30324074074074
1220023300_016,2018-04-19,20.133969907407405
1220023300_016,2018-04-20,20.32146990740741
1220023300_016,2018-04-21,22.877604166666668
1220023300_016,2018-04-22,33.800998263888886
1220023300_016,2018-04-23,22.274667245370367
1220023300_016,2018-04-24,20.14713541666667
1220023300_016,2018-04-25,20.76070601851852
1220023300_016,2018-04-26,21.609664351851848
1220023300_016,2018-04-27,19.743489583333336
1220023300_016,2018-04-28,21.902777777777775
1220023300_016,2018-04-29,32.540364583333336
1220023300_016,2018-04-30,22.321180555555557
1220023300_017,2018-04-01,33.66999421296296
1220023300_017,2018-04-02,23.610243055555557
1220023300_017,2018-04-03,22.44415509259259
1220023300_017,2018-04-04,19.345196759259256
1220023300_017,2018-04-05,20.809895833333332
1220023300_017,2018-04-06,17.734519675925927
1220023300_017,2018-04-07,20.252025462962962
1220023300_017,2018-04-08,29.29947916666667
1220023300_017,2018-04-09,23.60431134259259
1220023300_017,2018-04-10,19.634548611111114
1220023300_017,2018-04-11,21.257812499999996
1220023300_017,2018-04-12,21.63917824074074
1220023300_017,2018-04-13,19.88136574074074
1220023300_017,2018-04-14,20.01446759259259
1220023300_017,2018-04-15,30.496889467592595
1220023300_017,2018-04-16,23.593460648148145
1220023300_017,2018-04-17,20.541087962962965
1220023300_017,2018-04-18,19.42795138888889
1220023300_017,2018-04-19,21.235243055555557
1220023300_017,2018-04-20,19.5234375
1220023300_017,2018-04-21,21.738425925925924
1220023300_017,2018-04-22,31.661313657407405
1220023300_017,2018-04-23,23.72294560185185
1220023300_017,2018-04-24,20.819733796296298
1220023300_017,2018-04-25,21.00810185185185
1220023300_017,2018-04-26,21.16666666666667
1220023300_017,2018-04-27,19.089554398148145
1220023300_017,2018-04-28,21.919270833333332
1220023300_017,2018-04-29,31.051649305555557
1220023300_017,2018-04-30,23.786241319444443
1220023300_018,2018-04-01,30.794415509259263
1220023300_018,2018-04-02,21.349247685185183
1220023300_018,2018-04-03,20.232783564814817
1220023300_018,2018-04-04,19.100694444444443
1220023300_018,2018-04-05,20.042100694444443
1220023300_018,2018-04-06,17.03790509259259
1220023300_018,2018-04-07,19.386574074074076
1220023300_018,2018-04-08,28.43865740740741
1220023300_018,2018-04-09,21.855541087962965
1220023300_018,2018-04-10,19.362413194444443
1220023300_018,2018-04-11,20.991319444444443
1220023300_018,2018-04-12,19.69748263888889
1220023300_018,2018-04-13,18.662037037037035
1220023300_018,2018-04-14,20.896412037037038
1220023300_018,2018-04-15,29.26620370370371
1220023300_018,2018-04-16,20.51779513888889
1220023300_018,2018-04-17,19.18995949074074
1220023300_018,2018-04-18,19.445891203703706
1220023300_018,2018-04-19,19.1875
1220023300_018,2018-04-20,21.233506944444443
1220023300_018,2018-04-21,21.311053240740744
1220023300_018,2018-04-22,30.52300347222222
1220023300_018,2018-04-23,22.675202546296294
1220023300_018,2018-04-24,21.50679976851852
1220023300_018,2018-04-25,21.211516203703702
1220023300_018,2018-04-26,20.279224537037038
1220023300_018,2018-04-27,19.47048611111111
1220023300_018,2018-04-28,21.600983796296294
1220023300_018,2018-04-29,30.01280381944444
1220023300_018,2018-04-30,21.894386574074073
1220023300_019,2018-04-01,31.455367476851848
1220023300_019,2018-04-02,22.432725694444443
1220023300_019,2018-04-03,20.68113425925926
1220023300_019,2018-04-04,18.765625
1220023300_019,2018-04-05,18.949797453703702
1220023300_019,2018-04-06,17.72439236111111
1220023300_019,2018-04-07,19.842013888888886
1220023300_019,2018-04-08,28.11458333333333
1220023300_019,2018-04-09,21.053964120370367
1220023300_019,2018-04-10,18.236400462962962
1220023300_019,2018-04-11,21.22019675925926
1220023300_019,2018-04-12,20.083188657407405
1220023300_019,2018-04-13,18.660300925925927
1220023300_019,2018-04-14,19.66869212962963
1220023300_019,2018-04-15,28.020905671296298
1220023300_019,2018-04-16,21.42209201388889
1220023300_019,2018-04-17,19.218750000000004
1220023300_019,2018-04-18,19.95659722222222
1220023300_019,2018-04-19,19.536458333333332
1220023300_019,2018-04-20,18.24262152777778
1220023300_019,2018-04-21,19.361400462962965
1220023300_019,2018-04-22,28.87984664351852
1220023300_019,2018-04-23,21.225188078703702
1220023300_019,2018-04-24,18.664641203703702
1220023300_019,2018-04-25,18.55295138888889
1220023300_019,2018-04-26,20.583622685185183
1220023300_019,2018-04-27,19.186921296296294
1220023300_019,2018-04-28,20.804108796296298
1220023300_019,2018-04-29,29.518663194444443
1220023300_019,2018-04-30,20.481553819444443
1220023300_020,2018-04-01,29.214265046296305
1220023300_020,2018-04-02,19.033347800925924
1220023300_020,2018-04-03,19.54976851851852
1220023300_020,2018-04-04,17.68460648148148
1220023300_020,2018-04-05,17.129774305555557
1220023300_020,2018-04-06,16.036313657407405
1220023300_020,2018-04-07,17.952256944444443
1220023300_020,2018-04-08,28.263310185185183
1220023300_020,2018-04-09,20.071469907407405
1220023300_020,2018-04-10,17.76128472222222
1220023300_020,2018-04-11,18.95949074074074
1220023300_020,2018-04-12,18.019820601851848
1220023300_020,2018-04-13,17.48900462962963
1220023300_020,2018-04-14,19.347800925925924
1220023300_020,2018-04-15,27.338396990740744
1220023300_020,2018-04-16,18.845703125
1220023300_020,2018-04-17,19.19212962962963
1220023300_020,2018-04-18,17.483217592592595
1220023300_020,2018-04-19,18.688657407407405
1220023300_020,2018-04-20,18.18475115740741
1220023300_020,2018-04-21,17.28125
1220023300_020,2018-04-22,27.89286747685185
1220023300_020,2018-04-23,20.56691261574074
1220023300_020,2018-04-24,17.879629629629633
1220023300_020,2018-04-25,19.64988425925926
1220023300_020,2018-04-26,18.25
1220023300_020,2018-04-27,17.342592592592595
1220023300_020,2018-04-28,20.029803240740744
1220023300_020,2018-04-29,27.930772569444443
1220023300_020,2018-04-30,18.87651909722222
1220023300_021,2018-04-01,29.77437789351852
1220023300_021,2018-04-02,18.401041666666668
1220023300_021,2018-04-03,18.328703703703702
1220023300_021,2018-04-04,15.633680555555555
1220023300_021,2018-04-05,15.311197916666666
1220023300_021,2018-04-06,16.70746527777778
1220023300_021,2018-04-07,16.022569444444443
1220023300_021,2018-04-08,24.81864872685185
1220023300_021,2018-04-09,19.743778935185183
1220023300_021,2018-04-10,15.135995370370368
1220023300_021,2018-04-11,17.111689814814813
1220023300_021,2018-04-12,16.499131944444443
1220023300_021,2018-04-13,16.713975694444443
1220023300_021,2018-04-14,17.235821759259256
1220023300_021,2018-04-15,26.247178819444443
1220023300_021,2018-04-16,19.815610532407405
1220023300_021,2018-04-17,16.94270833333333
1220023300_021,2018-04-18,16.85763888888889
1220023300_021,2018-04-19,16.494791666666668
1220023300_021,2018-04-20,16.364872685185187
1220023300_021,2018-04-21,18.496817129629633
1220023300_021,2018-04-22,26.136791087962962
1220023300_021,2018-04-23,18.27813946759259
1220023300_021,2018-04-24,17.424479166666668
1220023300_021,2018-04-25,16.877314814814813
1220023300_021,2018-04-26,16.595630787037035
1220023300_021,2018-04-27,17.16362847222222
1220023300_021,2018-04-28,17.779803240740744
1220023300_021,2018-04-29,24.809172453703706
1220023300_021,2018-04-30,18.57183159722222
1220023300_022,2018-04-01,25.796730324074073
1220023300_022,2018-04-02,16.892433449074073
1220023300_022,2018-04-03,16.36255787037037
1220023300_022,2018-04-04,15.038194444444445
1220023300_022,2018-04-05,14.302228009259258
1220023300_022,2018-04-06,13.915219907407408
1220023300_022,2018-04-07,15.143807870370372
